Key,Item Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,Automatic.Tags,Editor,Series.Editor,Translator,Contributor,Attorney.Agent,Book.Author,Cast.Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed.Author,Scriptwriter,Words.By,Guest,Number,Edition,Running.Time,Scale,Medium,Artwork.Size,Filing.Date,Application.Number,Assignee,Issuing.Authority,Country,Meeting.Name,Conference.Name,Court,References,Reporter,Legal.Status,Priority.Numbers,Programming.Language,Version,System,Code,Code.Number,Section,Session,Committee,History,Legislative.Body
IS22GQNJ,journalArticle,2022,"Luna-Nieves, Adriana L.; Gonzalez, Edgar J.; Cortes-Flores, Jorge; Ibarra-Manriquez, Guillermo; Maldonado-Romo, Axel; Meave, Jorge A.",Interplay of environmental cues and wood density in the vegetative and reproductive phenology of seasonally dry tropical forest trees,BIOTROPICA,,0006-3606,10.1111/btp.13072,,"The great phenological diversification characteristic of seasonally dry tropical forests (SDTF) suggests that these patterns result from a complex interplay between exogenous (e.g., climatic) and endogenous (e.g., morphological, physiological, anatomical) factors. Based on the well-established relationships of wood density with water-storing capacity and cavitation vulnerability in woody plants, we hypothesized differential vegetative and reproductive phenological responses to environmental cues for hardwood and softwood species. To test this hypothesis, we compared phenological patterns of pairs of conspecific populations of 10 species differing in wood density, occurring in two localities with slightly different climatic regimes, and evaluated the influence of three environmental variables (rainfall, photoperiod, and temperature) on them. Our results, based on the assessment of the overlap of the phenological curves of conspecific populations occurring in different sites and on linear modeling, showed different effects of the environmental factors on phenophase attributes, depending on wood density of the study species, thus supporting our hypothesis. Leaf out in softwood species took place in the dry season, they shed the foliage at the first signs of drought, and once leafless, they flowered and fruited shortly after. By contrast, hardwood species bore leaves and flowers in the rainy season, shed their leaves several months after the rain ceased, and produced fruits during the dry season. We conclude that the role of environmental variables in cueing growth and reproduction cycles in SDTF tree species is interrelated with their wood density, a key endogenous factor crucially linked to plant hydraulics in these water-limited ecosystems. Abstract in Spanish is available with online material.",2022-03,12/02/2025 12:52,12/02/2025 12:52,,500-514,,2,54,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,flowering; fruiting; tropical dry forest; functional trait; leafing; Phenological Overlap Index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CXPIHTSJ,journalArticle,2022,"Olmedo, Gabriela Morais; Fontana, Claudia; Oliveira, Juliano Morales",Primary and secondary growth phenology of<i> Schizolobium</i><i> parahyba</i> (Vell.) Blake at different time scales,DENDROCHRONOLOGIA,,1125-7865,10.1016/j.dendro.2022.125921,,"Schizolobium parahyba is a tropical species that has expanded its distribution. However, little is known about its ecological performance beyond the tropics. Therefore, the objective of this research was to describe for this species, south of its original distribution, intra-annual variations in primary growth phenology (leaf flushing, leaf shedding, flowering and fruiting) and secondary growth (radial increase of the trunk), as well as secondary growth on an interannual scale (radial xylem increase) and to analyze the influences of climatic conditions on the evidenced phenological patterns. For this purpose, on an intra-annual scale, ten individuals had their phenophases observed fortnightly for 23 months and were described and correlated to climatic variables of photo period, temperature and precipitation. Inter-annual activity samples were obtained from the growth rings of 16 individuals, which were evaluated according to dendrochronological protocols and correlated to climatic variables of temperature and precipitation. South of its original distribution, S. parahyba trees presented seasonal growth rates in all observed scales and associations with variations in phenological rhythms and climatic conditions. Differences were found in the climatic response of the species in comparison to studies already performed in the tropics. In this study, on an intra-annual scale, this association is manifested by relationships with photoperiod, being positive for leaf flushing and fruiting and negative for leaf shedding. In the secondary growth, the intra-annual scale positive relationship was found with temperature, but on an inter-annual scale a positive influence of winter rainfall was found. The consistence of those patterns in broader spatial scales deserves further investigation.",2022-04,12/02/2025 12:52,12/02/2025 12:52,,,,,72,,,,,,,,,,English,,,,,,,"Place: HACKERBRUCKE 6, 80335 MUNICH, GERMANY Publisher: ELSEVIER GMBH Type: Article",,,,Phenophases; Climate-growth relationship; Dendrochronology; Dendroclimatology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48W7SAJL,journalArticle,2016,"Kebede, Mamo; Isotalo, Jarkko","Flowering and fruiting phenology and floral visitation of four native tree species in the remnant moist Afromontane forest of Wondo Genet, south central Ethiopia",TROPICAL ECOLOGY,,0564-3295,,,"The flowering and fruiting timing of four native tree species-Allophylus abyssinicus, Polyscias fulva, Syzygium guineense subsp. guineense and Millettia ferruginea and their floral visitation by insects were investigated to understand their phenological pattern and the species richness and pattern of visitation. In the natural forest of Wondo Genet, Ethiopia, 25 mature individuals of four indigenous species were selected and monitored over two years. Flower visiting insects were trapped with sweep nets at an interval of every two hours between 8:00-18:00 for 20 days. Circular statistics were employed to test for seasonality in flowering and fruiting. The visitor community compositions of the four species were compared with permutational ANOVA. While the tree species expressed synchronous seasonal flowering that peaked during the dry period, fruiting was also seasonal. The mean monthly rainfall and temperature correlated significantly with the periods of the phenophases. Visitor communities of M. ferruginea differed significantly from visitor communities on A. abyssinicus, P. fulva and S. guineense.",2016-05,12/02/2025 12:52,12/02/2025 12:52,,299-311,,2,57,,,,,,,,,,English,,,,,,,"Place: 5A, NEW PALI RD, JODHPUR, RAJASTHAN 342 001, INDIA Publisher: SCIENTIFIC PUBLISHERS Type: Article",,,,seasonality; reproductive phenology; tropical trees; Insect diversity; plant-animal interaction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52UQD8B4,journalArticle,1999,"Madeira, JA; Fernandes, GW","Reproductive phenology of sympatric taxa of <i>Chamaecrista</i> (Leguminosae) in Serra do Cipo, Brazil",JOURNAL OF TROPICAL ECOLOGY,,0266-4674,10.1017/S0266467499000954,,"Reproductive phenology of 13 sympatric taxa of Chamaecrista in three sections was surveyed at Serra do Cipo, south-east Brazil. Mean abundance of flowers and fruits per plant and mean number of aborted, predated, and surviving seeds per fruit were estimated, Monthly average number of developed seeds per fruit multiplied by the monthly mean number of fruits per plant gave the monthly average number of seeds produced by a plant of each taxon. Five types of phenological behaviour were differentiated by cluster analyses according to the season during which each species produced most of its mature seeds. This behaviour was related to the taxonomic section to which the taxa belong, to plant architecture, to geographical range, to seed predation and to local climatic seasonality. Herbs were more affected by variation in rainfall than shrubs and trees. Two species did not show any clear seasonal behaviour. Widespread taxa produced most of their mature seeds in the rainy season or immediately after it, and all but one of the narrowly distributed species produced most of their mature seeds in the dry season or in the transition from dry to rainy season. Seed predation is probably not an important selective force affecting reproductive phenology of larger taxa, while the smaller taxa seemed too constrained by abiotic factors for biotic factors to influence their phenology significantly.",1999-07,12/02/2025 12:52,12/02/2025 12:52,,463-479,,4,15,,,,,,,,,,English,,,,,,,"Place: 40 WEST 20TH STREET, NEW YORK, NY 10011-4211 USA Publisher: CAMBRIDGE UNIV PRESS Type: Article",,,,seasonality; flowering; fruiting; rupestrian field; seed abortion; seed predation; sympatric congenerics; tropical savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR95UXZH,journalArticle,2007,"Sekhwela, M. B. M.; Yates, D. J.",A phenological study of dominant acacia tree species in areas with different rainfall regimes in the Kalahari of Botswana,JOURNAL OF ARID ENVIRONMENTS,,0140-1963,10.1016/j.jaridenv.2006.12.006,,"The phenology of three dominant and economically important tree species; Acacia erioloba, Acacia luederitzii and Acacia mellifera, all widespread in the Kalahari in Botswana, was studied at Tsabong (25 degrees 56.65'S, 22 degrees 27.72'E) and Mann (20 degrees 09.60'S, 23 degrees 46.63'E) receiving 300 and 463 mm annual rainfall, respectively. The main aims were to investigate how possible environmental cues influence timing and development of phenophases and whether different tree species have different seasonal responses to these cues. Likely effects of climatic changes on phenological development patterns were also considered. All three species studied had generally comparable seasonal responses irrespective of the mean annual rainfall at each site, but differed in the timing of certain phenophases. Both A. erioloba and A. mellifera flowered at the end of the cool dry season. Acacia erioloba produced new leaves simultaneous with flowers while A. mellifera produced fully developed fruits before leaves. On the other hand, A. luederitzii produced leaves and flowered after rain and well into the growing season, with leaves appearing before the flowers. For A. erioloba and A. mellifera, temperature and daylength appeared to be the most probable phenological cues, while in the case of A. leuderitzii, it was rainfall. All species produced lower amounts of certain litter components during the year of lower rainfall at the Tsabong site, affecting fodder availability. Livestock was observed feeding on newly emerged flowers, leaves and new twigs, relieved from scratching the ground for dry grass, fallen leaves and pods. Other studies have also observed new growth to provide valuable fodder in the dry season and drought periods, making phenological timing economically crucial. Any shift in climatic factors that affect this timing may have detrimental consequences. Drought is the best-known example of an extreme shift. There is need for more information on the likely extent of other shifts and possible effects in vulnerable areas such as the Kalahari in the face of changing environmental and climatic conditions. (c) 2007 Elsevier Ltd. All rights reserved.",2007-07,12/02/2025 12:52,12/02/2025 12:52,,Jan-17,,1,70,,,,,,,,,,English,,,,,,,"Place: 24-28 OVAL RD, LONDON NW1 7DX, ENGLAND Publisher: ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD Type: Article",,,,phenology; Acacia erioloba; Acacia luederitzii; Acacia mellifera; Kalahari; litter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKRTS8RZ,journalArticle,2002,"Ramírez, N","Reproductive phenology, life-forms and habitats of the Venezuelan Central Plain",AMERICAN JOURNAL OF BOTANY,,0002-9122,10.3732/ajb.89.5.836,,"Reproductive phenology of 171 plant species belonging to 57 families of angiosperms was studied according to life-forms in four habitat types in a savanna-forest mosaic on the Venezuelan Central Plain. Flowering, unripe fruit, and mature fruit patterns were affected significantly according to life-forms and habitats respectively. Production of flowers, unripe fruits, and mature fruits showed marked seasonality for all habitats except for the forest. Flowering peaked during the rainy season, and fruiting peaked toward the end of the rainy season. The savanna and the disturbed area had similar proportions of species that flowered over the year. The percentage of species with unripe fruits produced throughout the year was more seasonal for the disturbed area than for the other habitats. Mature fruit patterns showed an increase during the late rainy season for the ecotone and savanna. A large number of herbaceous (annual and perennial) and liana species flowered during the wet season, and a smaller fraction flowered during the dry season; and trees, shrubs, and epiphytes increased flowering activity during the dry season. Unripe fruit patterns were similar to those of flowering for all life-forms, however, tree species were less seasonal. Mature fruit production by shrubs peaked in the period of maximum rainfall, while the peak for perennial herbs was in the late rainy season and the peak for annual herbs was during the transition between the rainy season and the dry season. The largest proportion of tree and liana species with ripe fruits occurred during the dry season. Differences among phenological patterns in habitats were caused mainly by life-forms and promote a wider distribution of reproductive events in habitats and overall community in the Venezuelan Central Plain.",2002-05,12/02/2025 12:52,12/02/2025 12:52,,836-842,,5,89,,,,,,,,,,English,,,,,,,"Place: OHIO STATE UNIV-DEPT BOTANY, 1735 NEIL AVE, COLUMBUS, OH 43210 USA Publisher: BOTANICAL SOC AMER INC Type: Article",,,,flowering phenology; habitat; fruiting phenology; life-form; mature fruit phenology; vegetation unit; Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D96Q66JM,journalArticle,1995,"DOMINGUEZ, CA; DIRZO, R",RAINFALL AND FLOWERING SYNCHRONY IN A TROPICAL SHRUB - VARIABLE SELECTION ON THE FLOWERING TIME OF ERYTHROXYLUM HAVANENSE,EVOLUTIONARY ECOLOGY,,0269-7653,10.1007/BF01237757,,"We tested the adaptive significance of flowering synchrony by means of a quantitative analysis of selection and by flowering induction experiments with the deciduous shrub Erythroxylum havanense. Temporal schedules of flower and fruit production were determined for a local population (in three sites) in a Mexican seasonal forest for 2 years (1987-1988). The consequences of natural variation in flowering time (flowering initiation day) on maternal reproductive success (fecundity) were evaluated. We observed high levels of inter- and intraindividual flowering synchrony in 1987, but not in 1988 and this contrast was related to differences in rainfall patterns between the two years. A significant proportion (15.4%) of the phenotypic variation in flowering initiation day was accounted for by environmental variance. The expression of phenotypic variance of flowering time and, consequently, the opportunity for selection to act, are controlled by annual variation in rainfall. Despite the between-year difference in flowering synchrony, we detected a relatively intense directional selection on flowering initiation day in both years, but selection coefficients were of opposite sign (standardized directional gradients were -0.326 and 0.333 for 1987 and 1988, respectively). For both years there was a significant relationship between individual relative fitness and the number of neighbouring flowering plants in a given day, suggesting positive frequency-dependent selection.",1995-03,12/02/2025 12:52,12/02/2025 12:52,,204-216,,2,9,,,,,,,,,,English,,,,,,,"Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article",,,,FLOWERING PHENOLOGY; ERYTHROXYLUM HAVANENSE; FITNESS; FLOWERING INDUCTION; FLOWERING SYNCHRONY; FREQUENCY-DEPENDENT SELECTION; PHENOTYPIC NATURAL SELECTION; TEMPORAL VARIATION IN SELECTION; TROPICAL DRY FOREST; WATERING EXPERIMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV8TLDND,journalArticle,1998,"Velez, V; Cavelier, J; Devia, B",Ecological traits of the tropical treeline species <i>Polylepis quadrijuga</i> (Rosaceae) in the Andes of Colombia,JOURNAL OF TROPICAL ECOLOGY,,0266-4674,10.1017/S026646749800056X,,"Information is presented on the phenology, herbivory, phytochemistry and production of the tree species Polylepis quadrijuga. Leaf production was lower during the dry season than during the wet season, when minimum temperatures also occurred. Flower and fruit phenology were also seasonal. Herbivory was significantly higher for leaves expanded during the wet season (20%) than during the dry season (1%), and was also higher for younger leaves. Flavonoids, compounds known as UV-B protectors, were found in high concentration in leaves of P. quadrijuga. There was a significant positive relationship between monthly rainfall, monthly minimum temperatures and flavonoid concentration, but no relationship was found with leaf age. The annual fine litterfall for the Polylepis forest was estimated to be 3.9 t ha(-1) y(-1), a high value when compared to other paramo and upper montane rain forests in tropical mountains. High production was associated with high leaf nitrogen concentration (3.0-3.5%), high rates of nitrogen retranslocation (80% dry weight), and relatively low leaf longevity (8.4 mo). High production in P. quadrijuga is probably a key factor in explaining the existence of this large woody species in a paramo environment otherwise dominated by bunch grasses, cushion plants and giant rosettes of the genus Espeletia.",1998-11,12/02/2025 12:52,12/02/2025 12:52,,771-787,,6,14,,,,,,,,,,English,,,,,,,"Place: 32 AVENUE OF THE AMERICAS, NEW YORK, NY 10013-2473 USA Publisher: CAMBRIDGE UNIV PRESS Type: Article",,,,phenology; herbivory; Andes; Colombia; flavonoids; leaf longevity; paramo; phytochemistry; Polylepis; production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W7932XCB,journalArticle,2008,"Stevenson, Pablo R.; Castellanos, Maria Clara; Cortes, Ana Isabel; Link, Andres",Flowering patterns in a seasonal tropical lowland forest in western Amazonia,BIOTROPICA,,0006-3606,10.1111/j.1744-7429.2008.00417.x,,"The phenological behavior of many tropical plant species is highly dependent on rainfall, but these plants may also respond to changes in photoperiod. Without a better knowledge of the proportion of species responding to different factors, it is difficult to predict how global climate change may affect natural ecosystem processes. The aim of this study was to describe flowering patterns for more than 100 species in Tinigua Park, Colombia, and to propose which factors may trigger flower production (e.g., rainfall, temperature, cloud cover, and photoperiod). Data gathered in 5.6 km of phenological transects during 4 yr and complementary information indicated that the vast majority of species showed intraspecific synchronization, and annual production was the most common pattern, followed by episodic frequency. The annual patterns were common in tree species, while episodic patterns were common in lianas. Simple and multiple regression analyses suggested several aspects of photoperiod as the most likely triggers for flowering in most species. However, the fact that many of these species produce flowers in different periods each year, suggests that the proportion of species responding to photoperiodic cues is less that 23 percent in this community. The flowering times of taxonomically related species seldom showed significantly staggered distributions; however they do not necessarily occur at the same time, suggesting that flowering patterns are not strongly constrained by phylogeny.",2008-09,12/02/2025 12:52,12/02/2025 12:52,,559-567,,5,40,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,phenology; photoperiod; flowering frequency; plant habits; proximate factors; Tinigua National Park; tropical seasonal forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJHSKZK9,journalArticle,2021,"Galvao, Fernanda Gomes; Alves de Lima, Andre Luiz; Candeia de Oliveira, Clemir; da Silva, Valdemir Fernando; Rodal, Maria Jesus Nogueira",The importance of wood density in determining the phenology of tree species in a coastal rain forest,BIOTROPICA,,0006-3606,10.1111/btp.12954,,"The phenology of tree species in tropical dry forests is related to a well-characterized interaction between functional traits (e.g., wood density) and climatic seasonality (e.g., drought stress), but the existence of these relationships in tropical wet forests is largely unknown. For 12 months, we monitored the vegetative and reproductive phases of 281 individuals of 46 tree species in a coastal rain forest in Northeastern Brazil. We hypothesized that wood density and related tissue water storage would reliably distinguish phenological groups of trees, and that leaf shedding, flushing, and flowering in high wood density species would be closely related to rainfall, due to low tissue water storage capacity in these species. By contrast, we predicted leaf unfolding and flowering of low wood density species would depend exclusively on photoperiod. As predicted, wood density and saturated water content were inversely correlated, and species with either high or low wood density had distinct phenological patterns and levels of synchrony within species. Abiotic variables were not strongly associated with phenological events. Phenophases of leaf unfolding, flowering, and fruiting occurred earlier in low wood density species than in high wood density species, possibly indicating an adaptive strategy for preemptive resource capture. in Portuguese is available with online material.",2021-07,12/02/2025 12:52,12/02/2025 12:52,,1134-1141,,4,53,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,flowering; tropical forest; fruiting; leaf shedding; Leaf unfolding; specific gravity; wood&#8208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KFJK7L4U,journalArticle,2024,"Wootton, Allen; Enriquez, Paula L.; Williams-Linera, Guadalupe; de Bonilla, Esteban Pineda-Diez","Revisiting the phenology of El Triunfo cloud forest, Mexico, 30 years later",JOURNAL OF TROPICAL ECOLOGY,,0266-4674,10.1017/S0266467424000191,,"Climatic conditions have changed within the cloud forests of southern Mexico, but the effects of these changes on tree phenology are not well understood. Our study aimed to determine relationships between seasonal patterns of flowering and fruiting and the annual and long-term changes in temperature and rainfall in El Triunfo Biosphere Reserve, Mexico. Flowering and ripe fruiting intensity and fruit number were recorded for 158 trees of 21 zoochorous species during 17 months in 2019-2021. Circular statistics, synchronization calculations, and generalized linear mixed models were used to determine phenological patterns and relationships between phenophases and temperature, rainfall, and solar radiation. Flowering was most closely associated (negatively) with rainfall, whereas ripe fruiting was positively associated with solar radiation. We compared recent fruiting seasonality with phenological data collected in 1991-1993. The mean date of community fruiting in 2019-2020 was earlier (April 4) than in 1992 (May 1) and 1993 (May 13). Community fruit number in 2020-2021 decreased in comparison to 2019-2020. Our results suggest that decadal trends of increasing minimum daily temperature and an earlier and wetter wet season influenced the timing of community fruiting phenology, and fruit numbers varied greatly between years, possibly impacting resource availability for frugivores in El Triunfo.",23/09/2024,12/02/2025 12:52,12/02/2025 12:52,,,,,40,,,,,,,,,,English,,,,,,,"Place: EDINBURGH BLDG, SHAFTESBURY RD, CB2 8RU CAMBRIDGE, ENGLAND Publisher: CAMBRIDGE UNIV PRESS Type: Article",,,,climate change; flowering; fruiting; frugivores; Chiapas; cloud forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35CLHPMP,journalArticle,2017,"Cascante-Marin, Alfredo; Trejos, Christian; Alvarado, Ricardo",Association between rainfall seasonality and the flowering of epiphytic plants in a Neotropical montane forest,BIOTROPICA,,0006-3606,10.1111/btp.12478,,"The association between the reproductive phenology of epiphytic communities with environmental and ecological factors remains largely unexplored. Because epiphytes depend on environmental moisture, seasonal changes in moisture conditions likely act as the primary determinants of their reproductive timing. We examined whether water limitation or pollinator competition structures the flowering phenologies of an epiphytic community in a seasonal mountain forest in Costa Rica. Additionally, we addressed the environmental factors that might trigger floral induction. Using a 24-month dataset of bimonthly flowering records from 104 species, we found high seasonality of flowering at the species level but somewhat lower seasonality at the community level. The flowering mid-dates of most epiphytes, particularly from monocotyledonous species, occurred during the wettest months, as predicted if water limitation structures flowering. The increased moisture and nutrient availability during the rainy season give epiphytes the resources needed to complete floral development and anthesis, and later fruit and seed maturation. The observed flowering pattern of epiphytes coincides with reproductive patterns of terrestrial herbs and shrubs from seasonal tropical ecosystems, and suggests shared constraints to sexual reproduction in both ecological guilds under similar climatic conditions. In contrast, flowering patterns of congeneric epiphytes in the same pollination guild mostly did not follow the expectations of a pollinator competition scenario. Finally, we discuss the possible combined effect of precipitation, temperature, and daily insolation on floral induction of epiphytic plants. Abstract in Spanish is available with online material.",2017-11,12/02/2025 12:52,12/02/2025 12:52,,912-920,,6,49,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,flowering phenology; proximate factors; ultimate factors; vascular epiphytes; water limitation hypothesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6ABICQ2,bookSection,2015,"Valdez-Hernandez, Mirna",Vegetative and Reproductive Plant Phenology,BIODIVERSITY AND CONSERVATION OF THE YUCATAN PENINSULA,978-3-319-06529-8 978-3-319-06528-1,,,,"An analysis of phenological patterns of plant species of the Yucatan Peninsula is presented. Vegetative phenology is analyzed on community level, based on vegetation types of the region. Spatial differences of precipitation availability play an important role in foliar behavior at community level. For some species patterns of foliar phenophases are detailed. Phenophase of leaf-fall is determined by the length and intensity of the dry season in deciduous species. While in evergreen or leaf-exchanging species the leaf renewal occurs during the rainy season. 2170 species are presented with flowering season and fructification. Those data were obtained by reviewing herbarium data. Most of flowering and fructification happens during the dry season, but both have a large number of species presenting flowering and fructification during the whole year. Plant phenology has not been intensively studied in the Yucatan Peninsula, but it is necessary to foster its study to understand cycles and development of plants, which help to elucidate responses and adaptation to species to climate change, interaction with fauna, and sound management plans for non-timber forest resources.",2015,12/02/2025 12:52,12/02/2025 12:52,,57-96,,,,,,,,,,,SPRINGER INTERNATIONAL PUBLISHING AG,"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",English,,,,,,,Type: Article; Book Chapter DOI: 10.1007/978-3-319-06529-8_4,,,,Flowering; Phenophases; Deciduous species; Dry tropical forests; Evergreen species; Fructification; Leaf-fall; Phenological patterns; Vegetal physionomy; Water stress,,"Islebe, GA; Calme, S; LeonCortes, JL; Schmook, B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7WFVGGAM,journalArticle,2009,"Pirani, Falvia Richelli; Sanchez, Maryland; Pedroni, Fernando","Phenology of a tree community in a cerrado sensu stricto, Barra do Garcas, Mato Grosso state, Brasil",ACTA BOTANICA BRASILICA,,0102-3306,10.1590/S0102-33062009000400019,,"(Phenology of a tree community in a cerrado sensu stricto, Barra do Garcas, Mato Grosso state, Brasil). We observed leaf and reproductive phenology and analyzed the relationship among phenophases and abiotic variables (rainfall, temperature and photoperiod) and investigated the occurrence of seasonality. The local climate is characterized by marked wet (October-April) and dry seasons (May-September). From October 2005 to September 2007, 1221 individuals of 84 species were observed monthly for changes in leaf fall, leaf flush, flowering and fruiting. Deciduous (44%) and brevideciduous (16%) species were predominant in the area. The leaf fall was negatively correlated with rainfall and photoperiod, with mean date in August. Leaf flush was positively correlated with temperature. Flowering and fruiting were observed in both years for 69 species. Flowering occurred mainly at the dry season (July-August) and was inversely correlated with rainfall. The zoochorous species were predominant in the community. Fruiting of anemochorous species was inversely correlated with rainfall. Fruiting of zoochorous species occurred continually throughout the year and was negatively correlated with rainfall and positively with temperature. Our results suggest overall seasonal patterns with peaks of vegetative and reproductive activity occurring between dry and wet seasons. These phenological patterns have been demonstrated to be common in Brazilian savanna, and suggest that the timing of seed dispersal, germination and young seedling development is a major factor responsible for synchronized ripening of fruits at the beginning of the rainy season.",2009-12,12/02/2025 12:52,12/02/2025 12:52,,1096-1109,,4,23,,,,,,,,,,Portuguese,,,,,,,"Place: CAIXA POSTAL 3005, SAO PAULO SP, 01061-970, BRAZIL Publisher: SOC BOTANICA BRASIL Type: Article",,,,flowering; fruiting; leaf fall; leaf flush; climatic seasonality; neotropical savanna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XCHD25ZV,journalArticle,2016,"Rani, V.; Sreelekshmi, S.; Preethy, C. M.; BijoyNandan, S.",Phenology and litterfall dynamics structuring Ecosystem productivity in a tropical mangrove stand on South West coast of India,REGIONAL STUDIES IN MARINE SCIENCE,,2352-4855,10.1016/j.rsma.2016.02.008,,"This study shows results on litterfall dynamics contributing to Net Primary Productivity (NPP) and phenology in three major mixed mangrove habitats in Cochin estuarine system, south-west coast of India. Eleven true mangrove species and three mangrove associates formed the plant biomass where Avicennia officinalis was abundant in Site 1, Excoecaria agallocha in Site 2 and Avicennia officinalis, Rhizophora mucronata were abundant in Site 3. Total tree density varied from 11760 stems ha(-1) in Vypin Island (Site 2); 11440 stems ha(-1) in Mangalavanam Bird sanctuary (Site 3) and 7680 stems ha(-1), Aroor (Site1). The average stands basal area of the three mangrove habitats were 75.54, 54.85 and 103.26m(2) ha(-1). The mean annual litterfall production in Cochin mangroves was 16.57 +/- 6.58 t ha(-1) y(-1) in which leaves (53.90%) contributed more followed by flowers, propagules (28.66%) and twigs (17.44%). The spatial variability in litterfall recorded highest in lower latitudinal mangrove habitat, Site. 1 followed by Site 2 and Site 3 (2413.36 +/- 873.72, 1295.65 +/- 401.09, 1263.28 +/- 255.28 g DW m(-2)y(-1)). Site differences in litter production were statistically significant (one-way ANOVA p < 0.001 for total litterfall and p < 0.05 for litter components) between the three mangrove habitats. Litter components and total litterfall showed significant seasonality (p < 0.001). Highest litterfall was recorded in pre-monsoon period followed by post-monsoon and least in monsoon period. The temporal trend of litterfall was explained through rainfall and mean atmospheric temperature and a negative correlation was there to rainfall during the period. The mean carbon content in the litterfall was estimated as 42.96% of the dry weight and the primary productivity through litterfall in the study area was estimated to be 7.12 +/- 2.81 t C ha(-1) y(-1). This will act as the major source of carbon input to the mangrove ecosystem and surrounding coastal ecosystems and in turn reflected in NPP. (C) 2016 Elsevier B.V. All rights reserved.",2016-11,12/02/2025 12:52,12/02/2025 12:52,,400-407,,3,8,,,,,,,,,,English,,,,,,,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article; Proceedings Paper",,,,Phenology; Basal area; Litterfall; Mangroves; Net primary productivity; Temporal trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
