Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,Automatic.Tags,Editor,Series.Editor,Translator,Contributor,Attorney.Agent,Book.Author,Cast.Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed.Author,Scriptwriter,Words.By,Guest,Number,Edition,Running.Time,Scale,Medium,Artwork.Size,Filing.Date,Application.Number,Assignee,Issuing.Authority,Country,Meeting.Name,Conference.Name,Court,References,Reporter,Legal.Status,Priority.Numbers,Programming.Language,Version,System,Code,Code.Number,Section,Session,Committee,History,Legislative.Body
HGV6FFM4,journalArticle,2021,"de Oliveira, Carolina Santos; de Sousa Messeder, Joao Vitor; Teixido, Alberto Lopez; Reis Arantes, Marcel Rozemberg; Oliveira Silveira, Fernando Augusto",Vegetative and reproductive phenology in a tropical grassland-savanna-forest gradient,JOURNAL OF VEGETATION SCIENCE,,1100-9233,10.1111/jvs.12997,,"Question Climate, particularly precipitation, is the primary factor driving tropical plant phenology because of its relevant role in regulating water availability. However, differences in soil physicochemical properties can also drive resource availability, potentially affecting plant phenology, especially under similar environments in terms of rainfall regime. We determined whether the seasonality and synchrony of the vegetative and reproductive phenophases differ along a grassland-savanna-forest gradient under the same climate regime in a Neotropical seasonal ecosystem. We hypothesized that species growing on shallow, nutrient-impoverished soils have a higher capacity to respond to precipitation pulses than those on rich soils. Location Serra do Cipo, southeastern Brazil. Methods We quantified soil physicochemical properties associated with fertility and water retention of the grassland (campo rupestre), savanna (cerrado) and forest, and determined the phenological strategies of 70 species across the three vegetation types by monitoring vegetative and reproductive phenophases over one year. For each phenophase, in each vegetation type, we evaluated the seasonality and synchrony of phenological patterns. We quantified the phylogenetic signal for phenophases to disentangle the relative roles of historical vs ecological drivers of plant phenology. Results Soils from campo rupestre were more nutrient- and water-limited than those of cerrado and forest. Cerrado and forest communities had similar phenological strategies, whereas species from campo rupestre showed strategies that maximize resource acquisition and conservation. In the cerrado and forest, leafing and flowering patterns were seasonal, with leaf flushing and flowering peaking at the onset of the rainy season and leaf senescence in the dry season. Conversely, species from campo rupestre showed continuous leafing and flowering patterns, while fruiting was seasonal. Phenophases did not show a phylogenetic signal. Conclusions We demonstrated changes in vegetative and reproductive phenology that are likely associated with variations in soil physicochemical properties. We argue that more severe edaphic filters may have shaped different phenological patterns in campo rupestre.",2021-03,02/03/2025 20:24,02/03/2025 20:24,,,,2,32,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,seasonality; campo rupestre; cerrado; environmental gradients; forest; phenological strategy; soil physicochemical properties; vegetative and reproductive phenophases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CACJMKCS,journalArticle,2012,"Cardoso, F. C. G.; Marques, R.; Botosso, P. C.; Marques, M. C. M.",Stem growth and phenology of two tropical trees in contrasting soil conditions,PLANT AND SOIL,,0032-079X,10.1007/s11104-011-1063-9,,"Phenological variations in tropical forests are usually explained by climate. Nevertheless, considering that soil water availability and nutrient content also influence plant water status and metabolism, soil conditions may also be important in the regulation of plant reproductive and vegetative activities over time. We investigated whether phenological patterns and stem growth differ in trees growing in two types of soil that display contrasting water and nutrient availability, namely, Gleysol (moist and nutrient-poor) and Cambisol (drier and nutrient-rich). Phenological observations (flushing, leaf fall, flowering and fruiting) and stem diameter growth were recorded for 120 trees fitted with fixed dendrometer bands, at 15 days intervals, for 1 year. Two species of contrasting deciduousness were investigated: Senna multijuga (semi-deciduous) and Citharexylum myrianthum (deciduous). Both species were seasonal in all phenophases, regardless of soil type. However, frequency, mean date and intensity of phenophases varied according to soil type. Girth increment of C. myrianthum was four times greater in Cambisol than in Gleysol, whereas the type of soil had no significant effect on that of S. multijuga. These results show that soil characteristics also play an important role in determining phenological patterns and growth and must be considered when analysing phenological patterns in tropical forests.",2012-05,02/03/2025 20:24,02/03/2025 20:24,,269-281,,01-Feb,354,,,,,,,,,,English,,,,,,,"Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article",,,,Tropical forest; Citharexylum myrianthum; Diameter growth; Seasonal rhythms; Senna multijuga; Soil nutrients,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2US5GNYY,journalArticle,2005,"McLaren, KP; McDonald, MA",Seasonal patterns of flowering and fruiting in a dry tropical forest in Jamaica,BIOTROPICA,,0006-3606,10.1111/j.1744-7429.2005.00075.x,,"Tropical dry forests occupy more area and are more endangered than rainforests, yet their regeneration ecology has received less study and is consequently poorly understood. We recorded the flowering and fruiting phenology of a tropical dry forest in Jamaica over a period of 26 mo within ten 15 x 15-m plots. Community-wide recruitment reached a maximum in the wet season, whereas no recruitment occurred during the dry season. We observed a unimodal peak in rainfall and fruit production, and the periodicity and intensity of seed production were significantly correlated with rainfall seasonality (the optimal time for germination). Flowering at the community and system levels lagged behind a significant increase and subsequent decrease in rainfall by 7 and 3 mo, respectively, indicating that the dominant factor controlling flowering periodicity is the passage of the major (4-mo long) rainy season and changes in soil moisture conditions. Fruiting lagged behind flowering by 2 mo and a significant increase in fruiting occurred 2 mo prior to a significant increase in rainfall. At the population level, a correspondence analysis identified a major dichotomy in the patterns of flowering and fruiting between species and indicated two broad species groups based oil their time of peak fruiting and the number of times they were in fruit. These were either individuals which were usually in peak fruit 1-2 mo prior to the start of the major rainy season or those that were in fruit more or less continuously throughout the year with no peak fruiting time. This study supports the view that seasonal variation in rainfall and hence soil water availability constitutes both the proximate and the ultimate cause of flowering periodicity in tropical dry forests.",2005-12,02/03/2025 20:24,02/03/2025 20:24,,584-590,,4,37,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,dry season; flowering; fruiting; phenology; disturbance; tropical dry forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5S6J98C,journalArticle,2017,"Cortes-Flores, Jorge; Beatriz Hernandez-Esquivel, Karen; Gonzalez-Rodriguez, Antonio; Ibarra-Manriquez, Guillermo","Flowering phenology, growth forms, and pollination syndromes in tropical dry forest species: Influence of phylogeny and abiotic factors",AMERICAN JOURNAL OF BOTANY,,0002-9122,10.3732/ajb.1600305,,"PREMISE OF THE STUDY: Analyses of the influence of temporal variation in abiotic factors on flowering phenology of tropical dry forest species have not considered the possible response of species with different growth forms and pollination syndromes, while controlling for phylogenetic relationships among species. Here, we investigated the relationship between flowering phenology, abiotic factors, and plant functional attributes, while controlling for phylogenetic relationship among species, in a dry forest community in Mexico. METHODS: We characterized flowering phenology (time and duration) and pollination syndromes of 55 tree species, 49 herbs, 24 shrubs, 15 lianas, and 11 vines. We tested the influence of pollination syndrome, growth form, and abiotic factors on flowering phenology using phylogenetic generalized least squares. KEY RESULTS: We found a relationship between flowering duration and time. Growth form was related to flowering time, and the pollination syndrome had a more significant relationship with flowering duration. Flowering time variation in the community was explained mainly by abiotic variables, without an important phylogenetic effect. Flowering time in lianas and trees was negatively and positively correlated with daylength, respectively. CONCLUSIONS: Functional attributes, environmental cues, and phylogeny interact with each other to shape the diversity of flowering patterns. Phenological differentiation among species groups revealed multiples strategies associated with growth form and pollination syndromes that can be important for understanding species coexistence in this highly diverse plant community.",2017-01,02/03/2025 20:24,02/03/2025 20:24,,39-49,,1,104,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,flowering duration; phylogenetic signal; Balsas River Basin; flowering time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJ7JL6BX,journalArticle,2004,"Borchert, R; Meyer, SA; Felger, RS; Porter-Bolland, L",Environmental control of flowering periodicity in Costa Rican and Mexican tropical dry forests,GLOBAL ECOLOGY AND BIOGEOGRAPHY,,0960-7447,10.1111/j.1466-822X.2004.00111.x,,"Aim We analyse the proximate causes of the large variation in flowering periodicity among four tropical dry forests (TDF) and ask whether climatic periodicity or biotic interactions are the ultimate causes of flowering periodicity. Location The four TDFs in Guanacaste (Costa Rica), Yucatan, Jalisco and Sonora (Mexico) are characterized by a 5-7 month long dry season and are located along a gradient of increasing latitude (10-30degreesN). Methods To dissect the differences in flowering periodicity observed at the community level, individual tree species were assigned to `flowering types', i.e. groups of species with characteristic flowering periods determined by similar combinations of environmental flowering cues and vegetative phenology. Results Large variation in the fraction of species and flowering types blooming during the dry and wet season, respectively, indicates large differences in the severity of seasonal drought among the four forests. In the dry upland forests of Jalisco, flowering of leafless trees remains suppressed during severe seasonal drought and is triggered by the first rains of the wet season. In the other forests, leaf shedding, exceptional rainfall or increasing daylength cause flowering of many deciduous species at various times during the dry season, well before the summer rains. The fraction of deciduous species leafing out during the summer rains and flowering when leafless during the dry season is largest in the Sonoran TDF. Main conclusions In many wide-ranging species the phenotypic plasticity of flowering periodicity is large. The distinct temporal separation of spring flowering on leafless shoots and subsequent summer flushing represents a unique adaptation of tree development to climates with a relatively short rainy season and a long dry season. Seasonal variation in rainfall and soil water availability apparently constitutes not only the proximate, but also the ultimate cause of flowering periodicity, which is unlikely to have evolved in response to biotic adaptive pressures.",2004-09,02/03/2025 20:24,02/03/2025 20:24,,409-425,,5,13,,,,,,,,,,English,,,,,,,"Place: 9600 GARSINGTON RD, OXFORD OX4 2DG, OXON, ENGLAND Publisher: BLACKWELL PUBLISHING LTD Type: Article",,,,Costa Rica; flower induction; flowering phenology; Mexico; photoperiodic control; rainfall periodicity; tropical deciduous forest; tropical tree phenology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8PTYQZNN,journalArticle,2018,"Lima, Joanna M. Tucker; Caruso, Nicholas M.; Clugston, James; Kainer, Karen A.",Landscape change alters reproductive phenology and sex expression in <i>Attalea</i> palms (Arecaceae) of southwestern Amazonia,PLANT ECOLOGY,,1385-0237,10.1007/s11258-018-0874-7,,"As deforestation and land-use/land-cover change advance in tropical forest regions, an understanding of how plants adjust phenology and reproductive dynamics to altered landscapes can provide insights into plasticity, productivity, and population persistence. We compared the reproductive phenology, sex expression, and flower and fruit production of two monoecious Amazonian palms, Attalea phalerata and Attalea speciosa, in old-growth forest and as remnant trees growing in actively grazed pastures. Using 2 years of phenology data collected from natural populations near Vila Extrema, Rondonia, and eastern Acre, Brazil, we compared flowering and fruiting in the two habitats and tested for effects of palm height, crown size, and light availability on inflorescence and sex expression. Forest conversion to pasture stimulated greater overall flowering and fruiting in individual Attalea palms. As a population, remnant pasture palms continuously bore flowers and fruits year-round, while forest palms flowered seasonally in isolated peaks with consecutive months of inactivity. Crown size and greater light exposure affected flowering and fruiting dynamics in A. phalerata and A. speciosa, respectively, and increased light availability shifted A. speciosa sex expression towards greater female investment, primarily through regulation of sex determination and bud abortion. Removal of tropical forest does not always lead to the downfall of remnant tree populations, and under favorable conditions, such as abandonment of cropland and pasture, higher levels of reproduction can facilitate recovery of future generations. Tree species with flexible sex expression may be particularly resilient in the face of land-use and land-cover change.",2018-10,02/03/2025 20:24,02/03/2025 20:24,,1225-1245,,10,219,,,,,,,,,,English,,,,,,,"Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article",,,,Flowering; Attalea phalerata; Attalea speciosa; Remnant trees; Reproductive biology; Tropical rain forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K2XHQ3J8,journalArticle,2017,"Haselhorst, Derek S.; Tcheng, David K.; Moreno, J. Enrique; Punyasena, Surangi W.",The effects of seasonal and long-term climatic variability on Neotropical flowering phenology: An ecoinformatic analysis of aerial pollen data,ECOLOGICAL INFORMATICS,,1574-9541,10.1016/j.ecoinf.2017.06.005,,"The phenological behavior of tropical forests changes in response to seasonal, annual, and long-term variation in temperature, precipitation, and solar irradiance. However, detecting the respective influence of these variables is difficult due to the relatively small range of change that is observed in the tropics. Analysis is further constrained by the limited duration of many phenological datasets. To address these limitations, we developed a predictive ecoinformatic model using multivariate linear regression and slope correlation analysis that can uncover statistically significant biological responses within short, noisy ecological time series. Our approach correlates all possible combinations of climatic and taxonomic variables using a series of random determination trials on shuffled environmental data. Seasonal and annual fluctuations in temperature, precipitation, and sunlight were used to predict the reproductive response of each individual taxon. This predictive model was applied to two seasonally sampled aerial pollen records collected between 1996 and 2006 from two Panamanian forests, Barro Colorado Island and Parque Nacional San Lorenzo. Our results highlight the degree to which pollen output responds to fine-scale variability in climate. Our results lend support to the hypothesis that the pollen output of tropical species is diminished with prolonged periods of heavy rainfall and that pollen output is sensitive to small, seasonal increases in temperature. Our ecoinformatic approach can be expanded to other observational phenological datasets to better understand how communities will respond to climate change and our results demonstrate the ability of aerial pollen data to track long-term changes in flowering phenology.",2017-09,02/03/2025 20:24,02/03/2025 20:24,,54-63,,,41,,,,,,,,,,English,,,,,,,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",,,,Climate; Ecoinformatics; Ecology; Palynology; Phenology; Pollen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XG6WVJ5D,journalArticle,1992,"BORCHERT, R",COMPUTER-SIMULATION OF TREE GROWTH PERIODICITY AND CLIMATIC HYDROPERIODICITY IN TROPICAL FORESTS,BIOTROPICA,,0006-3606,10.2307/2388608,,"In most tropical trees, vegetative and reproductive development are distinctly periodic, but often poorly correlated with seasonal climatic change. Growth periodicity of individual trees is proposed here to reflect primarily an endogenous rhythm of vegetative growth resulting from periodic leaf replacement. This endogenous periodicity determines the species-specific timing of flowering and can be entrained secondarily to seasonal changes in water stress. These assumptions have been incorporated into a simple computer model which illustrates the effects of various degrees of seasonal drought on tree growth periodicity. A range of periodic growth patterns observed in individual trees and tree communities subject to increasing seasonal drought can be simulated by the model suggesting that causal interactions similar to those operating in the model are sufficient to determine growth periodicity in tropical trees and forests.",1992-09,02/03/2025 20:24,02/03/2025 20:24,,385-395,,3,24,,,,,,,,,,English,,,,,,,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",,,,PHENOLOGY; DROUGHT EFFECT; HYDROPERIODICITY; MODEL; PERIODICITY; SIMULATION; TROPICAL FORESTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L5RYWBGI,journalArticle,2014,"Peters, Valerie E.",Intercropping with Shrub Species That Display a `Steady-State' Flowering Phenology as a Strategy for Biodiversity Conservation in Tropical Agroecosystems,PLOS ONE,,1932-6203,10.1371/journal.pone.0090510,,"Animal species in the Neotropics have evolved under a lower spatiotemporal patchiness of food resources compared to the other tropical regions. Although plant species with a steady-state flowering/fruiting phenology are rare, they provide predictable food resources and therefore may play a pivotal role in animal community structure and diversity. I experimentally planted a supplemental patch of a shrub species with a steady-state flowering/fruiting phenology, Hamelia patens Jacq., into coffee agroforests to evaluate the contribution of this unique phenology to the structure and diversity of the flower-visiting community. After accounting for the higher abundance of captured animals in the coffee agroforests with the supplemental floral resources, species richness was 21% higher overall in the flower-visiting community in these agroforests compared to control agroforests. Coffee agroforests with the steady-state supplemental floral patch also had 31% more butterfly species, 29% more hummingbird species, 65% more wasps and 85% more bees than control coffee agroforests. The experimental treatment, together with elevation, explained 57% of the variation in community structure of the flower-visiting community. The identification of plant species that can support a high number of animal species, including important ecosystem service providers, is becoming increasingly important for restoration and conservation applications. Throughout the Neotropics plant species with a steady-state flowering/fruiting phenology can be found in all aseasonal forests and thus could be widely tested and suitable species used throughout the tropics to manage for biodiversity and potentially ecosystem services involving beneficial arthropods.",05/03/2014,02/03/2025 20:24,02/03/2025 20:24,,,,3,9,,,,,,,,,,English,,,,,,,"Place: 1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA Publisher: PUBLIC LIBRARY SCIENCE Type: Article",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGWRJNDD,journalArticle,1999,"Chapman, CA; Wrangham, RW; Chapman, LJ; Kennard, DK; Zanne, AE","Fruit and flower phenology at two sites in Kibale National Park, Uganda",JOURNAL OF TROPICAL ECOLOGY,,0266-4674,10.1017/S0266467499000759,,"Examination of phenological patterns of tropical trees at different temporal and spatial scales can elucidate biotic and abiotic factors that correlate with fruiting, flowering and/or leaf set patterns. In this study, 3793 trees from 104 species in Kibale National Park, Uganda were monitored. The trees were selected from two sites (Kanyawara and Ngogo) separated by 10 km. Trees were monitored monthly to document community-wide and population-level fruiting and flowering patterns for a maximum of 76 mo. Analysis of two sites over a number of years permitted examination of generalities of patterns found on smaller spatial and temporal scales. Spectral analysis indicated that community-level flowering and fruiting at Kanyawara exhibited regular annual peaks, although the flowering peaks were of shorter duration. At Ngogo, community-level flowering also displayed regular annual peaks, but fruiting had an irregular pattern with no distinct peaks. The abundance of fruiting trees at Kanyawara was negatively related to the minimum temperature in the previous season (3-7 mo prior). Since fruiting tended to peak when the first wet season of the year was ending and the dry season was beginning, this suggests that the minimum temperature in the previous dry season is important in determining how many individuals fruit. Flowering at Kanyawara peaked immediately after the maximum annual period of high irradiance. Within-species synchronization was evident in the flowering for all species examined at Ngogo and for 64% of those at Kanyawara. Fruiting was synchronous within species for 64% of the species at both sites. Despite this general community-level synchronization, the months of peak fruiting and flowering for some species varied markedly among years. Furthermore, for a number of species the timing of fruiting or flowering events differed between Kanyawara and Ngogo. For some species, trends that were suggested from one year of data were not supported when additional years were considered. Although these two sites are close together, share many of the same species, and experience similar climatic regimes, many phenological patterns were site-dependent.",1999-03,02/03/2025 20:24,02/03/2025 20:24,,189-211,,2,15,,,,,,,,,,English,,,,,,,"Place: 40 WEST 20TH STREET, NEW YORK, NY 10011-4211 USA Publisher: CAMBRIDGE UNIV PRESS Type: Article",,,,seasonality; flowering; fruiting; tropical trees; Kibale National Park; phenology; seed dispersal; Africa; spectral analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7CYIFNTK,journalArticle,1995,"Killmann, W; Thong, HL",The periodicity of growth in tropical trees with special reference to dipterocarpaceae - A review,IAWA JOURNAL,,0928-1541,10.1163/22941932-90001423,,"The periodicity of leaf change and flowering and fruiting of tropical trees is discussed. Cambial activity patterns in tropical trees are reviewed. Emphasis is put on research undertaken in South-East Asia on the most important timber tree family in that region, the Dipterocarpaceae. There is an urgent need for more information on the effects of rainfall patterns and phenological periodicity on cambial activity and ring formation in this family.",1995,02/03/2025 20:24,02/03/2025 20:24,,329-335,,4,16,,,,,,,,,,English,,,,,,,"Backup Publisher: Forest Res Inst Malaysia; IUFRO; Univ Hamburg, Inst Wood Biol Place: RIJKSHERBARIUM, PO BOX 9514, 2300 LEIDEN, NETHERLANDS Publisher: INT ASSOC WOOD ANATOMISTS Type: Article; Proceedings Paper",,,,tropical trees; phenology; dipterocarps; periodicity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXRV4UW9,journalArticle,2012,"Pineda-Herrera, Elizandro; Ignacio Valdez-Hernandez, Juan; Lopez-Lopez, Miguel Angel","Phenology of Schizolobium parahyba and Vochysia guatemalensis in a tropical rain forest of Oaxaca, Mexico",BOTANICAL SCIENCES,,2007-4298,10.17129/botsci.483,,"Four phenological events (flowering, fruiting, leaf fall, and leaf flushing) were evaluated in Schizolobium parahyba (Veil.) Blake and Vochysia guatemalensis Donn Smith., two tree species of the humid tropical forest in the north of Oaxaca, Mexico, to relate with rainfall and air temperature during a year (September 2006-September 2007). In addition, soil moisture and tree water potential were measured by the end of drought (April-May 2007) and beginning of rainy season (June-July 2007). Results show that rainfall was significantly (P < 0.01) correlated with fruiting in both species (r = 0.89) and with leaf flush in S. parahyba (r = 0.88). The values of soil moisture (%) and tree water potential (bars) were: S. parahyba (8 to 25%, -11 to -1 bar) and V guatemalensis (13 to 30%, -5.8 to -1.5 bar). The water stress was higher in some trees of S. parahyba than in all trees of V guatemalensis. The phenology of S. parahyba was associated with climatic seasonality. The phenology of V. guatemalensis maybe determined by geographic and endogenous variables.",2012-06,02/03/2025 20:24,02/03/2025 20:24,,185-193,,2,90,,,,,,,,,,Spanish,,,,,,,"Place: APARTADO POSTAL 70-385 DELEGACION COYOACAN, CIUDAD UNIV, MEXICO, D F 00000, MEXICO Publisher: SOC BOTANICA MEXICO Type: Article",,,,flowering; fruiting; leaf flushing; leaf fall; climatic seasonality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI62XG83,journalArticle,2015,"Dutta, Gitamani; Devi, Ashalata","Phenology and population structure of six tree species in tropical forest of Assam, northeast India",TROPICAL ECOLOGY,,0564-3295,,,"The present paper deals with phenology, population structure and regeneration status of six important tropical tree species namely, Bauhinia variegata, Careya arborea, Dillenia pentagyna, Sterculia colorata, Sterculia villosa and Terminalia belerica. The study was carried out in two forests of Assam, India, namely Lumding Reserve Forest and Doboka Reserve Forest. Phenophases like- leaf fall, leaf initiation, flowering and fruiting were recorded monthly for one year. Phenophases depend on environmental/meteorological conditions of the study area and were species specific. Cool and dry winter period is largely associated with leaf fall of all the selected species, however, Bauhinia variegata and Terminalia belerica showed fruiting during this period. Bauhinia variegata, Careya arborea, Terminalia belerica and Sterculia villosa showed expanding population. All the six species indicated either `good regeneration' or `fair regeneration'.",2015-09,02/03/2025 20:24,02/03/2025 20:24,,393-399,,3,56,,,,,,,,,,English,,,,,,,"Place: 5A, NEW PALI RD, JODHPUR, RAJASTHAN 342 001, INDIA Publisher: SCIENTIFIC PUBLISHERS Type: Article",,,,flowering; fruiting; Leaf fall; leaf initiation; population structure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KCS4V5GD,journalArticle,2019,"Oliveira, Willams; Souza e Silva, Jessica Luiza; Pontes de Oliveira, Marcela Tomaz; Cruz-Neto, Oswaldo; Pinheiro da Silva, Luanda Augusta; Borges, Lais Angelica; Sobrinho, Mellissa Sousa; Lopes, Ariadna Valentina","Flowering and fruiting synchronization, pollen number, floral visitors and reproductive success of <i>Paubrasilia echinata</i> (brazilwood; Leguminosae) in tropical urban ecosystem in comparison to Atlantic forest remnant: A dataset description",DATA IN BRIEF,,2352-3409,10.1016/j.dib.2019.104177,,"In this article, we supply raw data on the reproductive biology and frequency of pollinators of Paubrasilia echinata, a threatened tree, endemic to the Brazilian Atlantic forest, which is largely used in Brazilian urban areas (e.g. avenues, parks and squares) due to its ornamental potential. Specifically, we share data on the reproductive phenology, pollen/flower, floral visitors and seed set of P. echinata in urban and natural ecosystems. This dataset article is related to the original research article “Reduced reproductive success of the endangered tree brazilwood (Paubrasilia echinata, Leguminosae) in urban ecosystem compared to Atlantic forest remnant: lessons for tropical urban ecology” (Oliveira et al., 2019). As urbanization is thought to negatively impact the maintenance of plant communities by affecting ecological key interactions, such as pollination, we believe that data as the supplied here are relevant and could support the planning of urban green spaces to maintain viable communities of plants and animals. This is especially valid for tropical urban ecosystems since most of the studies on plant ecology have been developed in temperate regions and there are still several gaps on the knowledge of ecological functions and ecosystems services (e.g. pollination) in urban green areas in the tropics. (c) 2019 The Authors. Published by Elsevier Inc.",2019-08,02/03/2025 20:24,02/03/2025 20:24,,,,,25,,,,,,,,,,English,,,,,,,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article; Data Paper",,,,Reproductive phenology; Pollination; Bee; Seed set; Tropical green spaces; Urbanization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCH4NUP3,journalArticle,2010,"Yanez-Espinosa, Laura; Terrazas, Teresa; Lopez-Mata, Lauro",PHENOLOGY AND RADIAL STEM GROWTH PERIODICITY IN EVERGREEN SUBTROPICAL RAINFOREST TREES,IAWA JOURNAL,,0928-1541,10.1163/22941932-90000024,,"A close relationship between leafing, flowering, fruiting and radial growth has been conjectured to occur in tropical and subtropical rainforest trees. Radial stem growth, in particular, has been associated with the activity of the two secondary meristems, the vascular cambium and, to a lesser degree, the phellogen. In tropical trees vascular cambium activity may occur either virtually year-round, or it may be restricted to a short season. Phellogen and vascular cambium activities may or may not correspond to each other. In subtropical environments, even evergreens may demonstrate seasonal phenology in leaf initiation, flowering and seed set. In the present study, phenological events were analyzed in the evergreen species Aphananthe monoica, Pleuranthodendron lindenii and Psychotria costivenia. A correlation analysis showed that more than half of the variation is shared by phenological event variables (leafing, flowering and fruiting) and radial growth variables (vascular cambium and phellogen activity, and vascular tissue differentiation). Leaf initiation, flowering and vascular cambium activation were the most closely-related simultaneous events during the summer; whereas fruiting, phellogen activity and vascular tissue differentiation were the most closely-related simultaneous events during the summer and fall. This could explain why the leaf initiation and expansion stages, which produce growth regulators, are directly involved in radial growth.",2010,02/03/2025 20:24,02/03/2025 20:24,,293-307,,3,31,,,,,,,,,,English,,,,,,,"Place: RIJKSHERBARIUM, PO BOX 9514, 2300 LEIDEN, NETHERLANDS Publisher: INT ASSOC WOOD ANATOMISTS Type: Article",,,,phenology; Mexico; evergreen trees; Radial growth; vascular cambium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAVWS8QE,journalArticle,1994,"WRIGHT, SJ; VANSCHAIK, CP",LIGHT AND THE PHENOLOGY OF TROPICAL TREES,AMERICAN NATURALIST,,0003-0147,10.1086/285600,,Tree phenologies from eight disparate tropical forests are consistent with the hypothesis that leaf and flower production have been selected to coincide with seasonal peaks of irradiance.,1994-01,02/03/2025 20:24,02/03/2025 20:24,,192-199,,1,143,,,,,,,,,,English,,,,,,,"Place: 5720 S WOODLAWN AVE, CHICAGO, IL 60637 Publisher: UNIV CHICAGO PRESS Type: Article",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
