"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VLZEZEH5","journalArticle","2018","Carbognani, Michele; Tomaselli, Marcello; Petraglia, Alessandro","Different temperature perception in high-elevation plants: new insight into phenological development and implications for climate change in the alpine tundra","OIKOS","","0030-1299","10.1111/oik.04908","","In alpine habitats, predicted warmer and longer growing seasons will influence plant phenology, with important implications for species adaptation and vegetation dynamics. However, little is known on the temperature sensitivity of different phenophases and on the characteristics allowing phenological variation among and within species. By integrating interannual micro-climatic variability with experimental warming, we explored how the phenology of three alpine species is influenced by temperature and what mechanisms underlie intra- and inter-specific phenological differences. The present study demonstrated that alpine plants have different temperature responses during their reproductive cycle, do not have constant thermal thresholds and heat-use efficiencies to achieve the seed dispersal stage and can change their temperature sensitivity to flower along snowmelt gradients. In addition, the length of the reproductive cycle, which proved to be species-specific under experimental warming, does not seem to be the only life-history trait under selective pressure due to the short-length of the snow-free period. In a warming climate scenario, the phenology of sexual reproduction will be considerably altered, and alpine plants may be subjected to changes in population dynamics driven by altered perception of environmental cues appropriate for coordinating the timing of key life-history events.","2018-07","2025-03-06 11:17:01","2025-03-06 11:17:01","","1014-1023","","7","127","","","","","","","","","","English","","","","","","","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","","","","temperature sensitivity; phenophaces; reproductive cycle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NPBUUPY","journalArticle","2015","Rosa, Roxaneh Khorsand; Oberbauer, Steven F.; Starr, Gregory; La Puma, Inga Parker; Pop, Eric; Ahlquist, Lorraine; Baldwin, Tracey","Plant phenological responses to a long-term experimental extension of growing season and soil warming in the tussock tundra of Alaska","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.13040","","Climate warming is strongly altering the timing of season initiation and season length in the Arctic. Phenological activities are among the most sensitive plant responses to climate change and have important effects at all levels within the ecosystem. We tested the effects of two experimental treatments, extended growing season via snow removal and extended growing season combined with soil warming, on plant phenology in tussock tundra in Alaska from 1995 through 2003. We specifically monitored the responses of eight species, representing four growth forms: (i) graminoids (Carex bigellowii and Eriophorum vaginatum); (ii) evergreen shrubs (Ledum palustre, Cassiope tetragona, and Vaccinium vitis-idaea); (iii) deciduous shrubs (Betula nana and Salix pulchra); and (iv) forbs (Polygonum bistorta). Our study answered three questions: (i) Do experimental treatments affect the timing of leaf bud break, flowering, and leaf senescence? (ii) Are responses to treatments species-specific and growth form-specific? and (iii) Which environmental factors best predict timing of phenophases? Treatment significantly affected the timing of all three phenophases, although the two experimental treatments did not differ from each other. While phenological events began earlier in the experimental plots relative to the controls, duration of phenophases did not increase. The evergreen shrub, Cassiope tetragona, did not respond to either experimental treatment. While the other species did respond to experimental treatments, the total active period for these species did not increase relative to the control. Air temperature was consistently the best predictor of phenology. Our results imply that some evergreen shrubs (i.e., C.tetragona) will not capitalize on earlier favorable growing conditions, putting them at a competitive disadvantage relative to phenotypically plastic deciduous shrubs. Our findings also suggest that an early onset of the growing season as a result of decreased snow cover will not necessarily result in greater tundra productivity.","2015-12","2025-03-06 11:17:01","2025-03-06 11:17:01","","4520-4532","","12","21","","","","","","","","","","English","","","","","","","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","","","","climate change; phenology; tundra; arctic; Alaska; growth form; season length; snow removal; soil warming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WI7A4B6H","journalArticle","2017","Blume-Werry, Gesche; Jansson, Roland; Milbau, Ann","Root phenology unresponsive to earlier snowmelt despite advanced above-ground phenology in two subarctic plant communities","FUNCTIONAL ECOLOGY","","0269-8463","10.1111/1365-2435.12853","","1. Earlier snowmelt at high latitudes advances above-ground plant phenology, thereby affecting water, nutrient and carbon cycles. Despite the key role of fine roots in these ecosystem processes, phenological responses to earlier snowmelt have never been assessed below-ground. 2. We experimentally advanced snowmelt in two contrasting plant community types (heath and meadow) in northern Sweden and measured above- and below-ground phenology (leaf-out, flowering and fine root growth). We expected earlier snowmelt to advance both above- and below-ground phenology, and shrub-dominated heath to be more responsive than meadow. 3. Snow melted on average 9 days earlier in the manipulated plots than in controls, and soil temperatures were on average 0.9 degrees C higher during the snowmelt period of 3 weeks. This resulted in small advances in above-ground phenology, but contrary to our expectations, root phenology was unresponsive, with root growth generally starting before leaf-out. These responses to the snowmelt treatment were similar in both plant community types, despite strong differences in dominating plant functional types and root properties, such as root length and turnover. 4. The lack of a response in root phenology, despite warmer soil temperatures and above-ground phenological advances, adds evidence that above-ground plant responses might not be directly translated to below-ground plant responses, and that our understanding of factors driving below-ground phenology is still limited, although of major importance for water, nutrient and carbon cycling.","2017-07","2025-03-06 11:17:01","2025-03-06 11:17:01","","1493-1502","","7","31","","","","","","","","","","English","","","","","","","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","","","","climate change; phenology; snowmelt; alpine; arctic; fine roots; root growth; root production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPIJ4SKY","journalArticle","2018","Hufft, Rebecca A.; DePrenger-Levin, Michelle E.; Levy, Richard A.; Islam, Melissa B.","Using herbarium specimens to select indicator species for climate change monitoring","BIODIVERSITY AND CONSERVATION","","0960-3115","10.1007/s10531-018-1505-2","","Phenology is one of the best indicators to observe plant responses to climate change and predict future changes in plant communities. Choosing indicator species to monitor biological responses to climate change may be improved if herbarium specimens are combined with ongoing monitoring efforts to understand phenological responses over longer periods. We analyzed herbarium specimen data from Colorado's alpine region, as alpine areas are predicted to be especially sensitive to climate change. We assessed phenological patterns in relation to temperature and precipitation for 287 species and growing degree days (GDD) for 235 species. Average low temperature, maximum GDD, and average precipitation increased over the study period. As temperature and GDD increased, phenology advanced, but as precipitation increased, phenology was delayed. Even with this variability of environmental responses, a significant trend of earlier flowering appeared when all species were analyzed together. Of the species that showed significantly earlier flowering dates, they advanced on average more than 39 days over the 61 years of the study. When assessing only specimens of species monitored in a national program (USA National Phenology Network), we found that these species showed similar trends to the entire dataset. When selecting species for ongoing monitoring efforts, herbarium specimens are an important resource to incorporate historical patterns into assessments of climate change and phenological drivers.","2018-05","2025-03-06 11:17:01","2025-03-06 11:17:01","","1487-1501","","6","27","","","","","","","","","","English","","","","","","","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article","","","","Phenology; Temperature; Precipitation; Flowering times; Growing degree days; Southern Rocky Mountains","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NMYG7BSD","journalArticle","2021","Vorkauf, Maria; Kahmen, Ansgar; Korner, Christian; Hiltbrunner, Erika","Flowering phenology in alpine grassland strongly responds to shifts in snowmelt but weakly to summer drought","ALPINE BOTANY","","1664-2201","10.1007/s00035-021-00252-z","","Alpine plants complete their seasonal phenological cycle during two to three snow-free months. Under climate change, snowmelt advances and the risk of summer droughts increases. Yet, photoperiodism may prevent alpine plants from benefiting from an earlier start of the growing season. To identify the drivers of flowering phenology in the seven main species of an alpine grassland, we experimentally shifted the snowmelt date through snow manipulations, and excluded precipitation during summer. With “time-to-event” models, we analysed the beginning of main flowering with respect to temperature sums, time after snowmelt, and calendar day (photoperiod). We identified two phenology types: four species tracking snowmelt dates directly or with a certain lag set by temperature sums, including the dominant sedge Carex curvula, Anthoxanthum alpinum Helictotrichon versicolor, and Trifolium alpinum, and three species tracking photoperiod: Geum montanum, Leontodon helveticus and Potentilla aurea. Photoperiodism did not act as daylength threshold but rather modulated the thermal sums at flowering. Hence, photoperiod delayed flowering after earlier snowmelt. The grass A. alpinum was the only one of seven species that clearly responded to drought by earlier and longer flowering. The remarkably high importance of snowmelt dates for both phenology types suggests an earlier onset of flowering in a warmer climate, particularly for non-photoperiod-sensitive species, with an increasing risk for freezing damages and potential disruptions of biotic interactions in the most frequent type of alpine grassland across the Alps. Consequentially, the distinct microclimate and species-specific responses to photoperiod challenge temperature-only based projections of climate warming effects on alpine plant species.","2021-04","2025-03-06 11:17:01","2025-03-06 11:17:01","","73-88","","1","131","","","","","","","","","","English","","","","","","","Place: PICASSOPLATZ 4, BASEL, 4052, SWITZERLAND Publisher: SPRINGER BASEL AG Type: Article","","","","Climate change; Photoperiod; Alps; Growing season; High elevation; Snow cover; Survival analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97IQ3EK7","journalArticle","2021","Satyanti, Annisa; Liantoro, Toton; Thomas, Morgan; Neeman, Teresa; Nicotra, Adrienne B.; Guja, Lydia K.","Predicting effects of warming requires a whole-of-life cycle perspective: a case study in the alpine herb <i>Oreomyrrhis eriopoda</i>","CONSERVATION PHYSIOLOGY","","2051-1434","10.1093/conphys/coab023","","Global warming is affecting plant phenology, growth and reproduction in complex ways and is particularly apparent in vulnerable alpine environments. Warming affects reproductive and vegetative traits, as well as phenology, but seldom do studies assess these traits in concert and across the whole of a plant's life cycle, particularly in wild species. Thus, it is difficult to extrapolate from such effects to predictions about the persistence of species or their conservation and management. We assessed trait variation in response to warming in Oreomyrrhis eriopoda, an Australian native montane herb, in which populations vary in germination strategy (degree of dormancy) and growth characteristics as a function of ecological factors. Warming accelerated growth in the early stages of development, particularly for populations with non-dormant seed. The differences in growth disappeared at the transition to reproduction, when an accelerating effect on phenology emerged, to varying degrees depending on germination strategy. Overall, warming reduced flower and seed production and increased mortality, indicating a reduction in reproductive opportunities, particularly for populations with dormant seed. Developmental condition affected germination strategy of the next generation seed, leading to increased degree of dormancy and slowed germination rate. But there were no whole-scale shifts in strategy or total germination percent. Following through the life cycle reveals that warming will have some potentially positive effects (early growth rates) and some negative effects (reduced reproductive output). Ultimately, warming impacts will depend on how those effects play out in the field: early establishment and an accelerated trajectory to seed maturitymay offset the tradeoff with overall seed production. Small differences among germination strategies likewise may cascade to larger effects, with important implications for persistence of species in the alpine landscape. Thus, to understand and manage the response of wild species to warming takes a whole-of-life perspective and attention to ecologically significant patterns of within-species variation.","2021-04-28","2025-03-06 11:17:01","2025-03-06 11:17:01","","","","","9","","","","","","","","","","English","","","","","","","Place: GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND Publisher: OXFORD UNIV PRESS Type: Article","","","","Germination temperature; intraspecific trait variation; maternal effects; phenotypic plasticity; seed development temperature; transgenerational effects","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B47EU5AU","journalArticle","2021","Kawai, Yuka; Kudo, Gaku","Climate change shifts population structure and demographics of an alpine herb, <i>Anemone narcissiflora ssp. sachalinensis</i> (Ranunculaceae), along a snowmelt gradient","POPULATION ECOLOGY","","1438-3896","10.1002/1438-390X.12089","","Alpine ecosystems, characterized by cold climates and short growing seasons, are thought to be most vulnerable to climate change. Warmer temperatures and earlier snowmelt extend the growing season length and increase drought stress for alpine plants, resulting in changes to their distribution. Anemone narcissiflora ssp. sachalinensis is a perennial herb that grows in the alpine snow-meadows of northern Japan. In the last few decades, its distribution has shifted toward later snowmelt habitat in the Taisetsu Mountains of Hokkaido. We recorded demographic data for this species at early, middle and late snowmelt habitats over four years (2009-2012), and constructed transition matrix models to evaluate how demographic parameters and population growth rate vary between local habitats along a snowmelt gradient. The proportion of reproductive plants was low and seed production was limited in the early snowmelt habitat, with drier soil conditions, in comparison to the middle and late snowmelt habitats, with moist soil conditions. Evidence of the transition from small plants to those in the reproductive stage was limited in the early snowmelt habitat, suggesting that growth was inhibited; the local population in this habitat was estimated to be sustained by seed migration from later snowmelt habitats. These results indicate that advancing snowmelt under climate change may decrease the reproductive activity and population growth rate of snow-meadow plants if seed migration from later snowmelt populations is limited, resulting in the extinction of local populations.","2021-07","2025-03-06 11:17:01","2025-03-06 11:17:01","","260-271","","3","63","","","","","","","","","","English","","","","","","","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","","","","demography; global warming; snowmelt time; alpine plant; population matrix model","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XEC698A","journalArticle","2020","Gaira, Kailash S.; Dhar, Uppeandra","Phenological change modelling for selected Himalayan medicinal herbs using herbarium records: A case study","ECOLOGICAL INFORMATICS","","1574-9541","10.1016/j.ecoinf.2020.101177","","Regarding the effects of warming on phenology, essentially that climate warming is advancing vegetation phenology around the globe, and case studies of specific species/regions work to gauge this impact. Thus, we attempted to demonstrate phenological patterns of selected 4 alpine/sub-alpine and 4 temperate medicinal herbs based on higher medicinal value of Indian Himalayan Region (IHR) using total 654 herbarium records and applied Generalized Additive Model (GAM) as non-normal and non-linear application. The GAM demonstrated an advancement in the flowering time for alpine/sub-alpine species (Arnebia benthamii, Meconopsis aculeata, Podophyllum hexandrum) and temperate species (Delphinium denudatum and Dioscorea deltoidea), while delayed flowering for Swertia cordata (p < 0.001). Combining the herbarium records, the model significantly projected advancement in flowering time (21-25 days) over the last 100 years only for alpine/sub-alpine species (p < 0.0001). However, the relationship between flowering time and warming winter temperature was predicted advancement in flowering time for alpine/sub-alpine species (6-10 days per 1 degrees C) and temperate species (8-11 days per 1 degrees C). The results reveal that long-term herbarium records may be considered as a useful tool for predicting the possible impact of climate change on plant phenology in the IHR using GAM approach.","2020-11","2025-03-06 11:17:01","2025-03-06 11:17:01","","","","","60","","","","","","","","","","English","","","","","","","Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article","","","","Phenology; Herbarium records; Temperature; GAM; Indian Himalayan region","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56SZT794","journalArticle","2023","Yang, Xiangrong; Chen, Yaya; Zhang, Tianwu; Zhang, Panhong; Guo, Zengpeng; Hu, Guorui; Zhang, Hui; Sun, Yinguang; Huang, Li; Ma, Miaojun","Different responses of functional groups to N addition increased synchrony and shortened community reproductive duration in an alpine meadow","JOURNAL OF ECOLOGY","","0022-0477","10.1111/1365-2745.14173","","1. Flowering and fruiting phenology of plants is sensitive to environmental cues, and changes in reproductive phenology of individual plant species under climate change have been widely reported. However, how species-level phenological responses scale up to affect community-level reproductive phenology patterns (synchrony and reproductive duration) are still unclear.2. An experiment on the effects of nitrogen (N) addition and precipitation changes on reproductive phenological traits of 52 species was conducted in an alpine meadow on the eastern Tibetan Plateau to determine the influence of the phenological response in different functional groups on community-level reproductive phenology.3. N addition significantly delayed the onset date of reproductive phenology of sedges (early-flowering species) and advanced the end date of reproduction of forbs (late-flowering species). Meanwhile, N addition reduced the number of individuals involved in reproduction of sedges and forbs, but it increased that of grasses (late-flowering species). Furthermore, N addition increased reproductive synchrony, delayed the onset and shortened the duration of reproductive phenology at the community level. However, precipitation changes and their interaction with N addition had no significant effect on reproductive phenology of the alpine plant community.4. Synthesis. These results suggested that differences in the direction and magnitude of response of different species to N enrichment lead to compression of reproductive duration at the community level, increasing the degree of overlap between reproductive events, which could change future species diversity, trophic interactions and productivity accumulation in alpine meadows on the Tibetan Plateau. Overall, knowledge of phenological responses from plant functional groups to the community level contributes to robust prediction and mechanistic understanding of community structure and function in response to future climate change.","2023-10","2025-03-06 11:17:01","2025-03-06 11:17:01","","2231-2244","","10","111","","","","","","","","","","English","","","","","","","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","","","","reproductive phenology; precipitation; synchrony; plant community; alpine meadow; functional groups; nitrogen enrichment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4REWP64C","journalArticle","2015","Sedlacek, Janosch; Wheeler, Julia A.; Cortes, Andres J.; Bossdorf, Oliver; Hoch, Guenter; Lexer, Christian; Wipf, Sonja; Karrenberg, Sophie; van Kleunen, Mark; Rixen, Christian","The Response of the Alpine Dwarf Shrub <i>Salix herbacea</i> to Altered Snowmelt Timing: Lessons from a Multi-Site Transplant Experiment","PLOS ONE","","1932-6203","10.1371/journal.pone.0122395","","Climate change is altering spring snowmelt patterns in alpine and arctic ecosystems, and these changes may alter plant phenology, growth and reproduction. To predict how alpine plants respond to shifts in snowmelt timing, we need to understand trait plasticity, its effects on growth and reproduction, and the degree to which plants experience a home-site advantage. We tested how the common, long-lived dwarf shrub Salix herbacea responded to changing spring snowmelt time by reciprocally transplanting turfs of S. herbacea between early-exposure ridge and late-exposure snowbed microhabitats. After the transplant, we monitored phenological, morphological and fitness traits, as well as leaf damage, during two growing seasons. Salix herbacea leafed out earlier, but had a longer development time and produced smaller leaves on ridges relative to snowbeds. Longer phenological development times and smaller leaves were associated with reduced sexual reproduction on ridges. On snowbeds, larger leaves and intermediate development times were associated with increased clonal reproduction. Clonal and sexual reproduction showed no response to altered snowmelt time. We found no home-site advantage in terms of sexual and clonal reproduction. Leaf damage probability depended on snowmelt and thus exposure period, but had no short-term effect on fitness traits. We conclude that the studied populations of S. herbacea can respond to shifts in snowmelt by plastic changes in phenology and leaf size, while maintaining levels of clonal and sexual reproduction. The lack of a home-site advantage suggests that S. herbacea may not be adapted to different microhabitats. The studied populations are thus unlikely to react to climate change by rapid adaptation, but their responses will also not be constrained by small-scale local adaptation. In the short term, snowbed plants may persist due to high stem densities. However, in the long term, reduction in leaf size and flowering, a longer phenological development time and increased exposure to damage may decrease overall performance of S. herbacea under earlier snowmelt.","2015-04-20","2025-03-06 11:17:01","2025-03-06 11:17:01","","","","4","10","","","","","","","","","","English","","","","","","","Place: 1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA Publisher: PUBLIC LIBRARY SCIENCE Type: Article","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WVBKPZMY","journalArticle","2017","Prevey, Janet; Vellend, Mark; Ruger, Nadja; Hollister, Robert D.; Bjorkman, Anne D.; Myers-Smith, Isla H.; Elmendorf, Sarah C.; Clark, Karin; Cooper, Elisabeth J.; Elberling, Bo; Fosaa, Anna M.; Henry, Gregory H. R.; Hoye, Toke T.; Jonsdottir, Ingibjorg S.; Klanderud, Kari; Levesque, Esther; Mauritz, Marguerite; Molau, Ulf; Natali, Susan M.; Oberbauer, Steven F.; Panchen, Zoe A.; Post, Eric; Rumpf, Sabine B.; Schmidt, Niels M.; Schuur, Edward A. G.; Semenchuk, Phillip R.; Troxler, Tiffany; Welker, Jeffrey M.; Rixen, Christian","Greater temperature sensitivity of plant phenology at colder sites: implications for convergence across northern latitudes","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.13619","","Warmer temperatures are accelerating the phenology of organisms around the world. Temperature sensitivity of phenology might be greater in colder, higher latitude sites than in warmer regions, in part because small changes in temperature constitute greater relative changes in thermal balance at colder sites. To test this hypothesis, we examined up to 20 years of phenology data for 47 tundra plant species at 18 high-latitude sites along a climatic gradient. Across all species, the timing of leaf emergence and flowering was more sensitive to a given increase in summer temperature at colder than warmer high-latitude locations. A similar pattern was seen over time for the flowering phenology of a widespread species, Cassiope tetragona. These are among the first results highlighting differential phenological responses of plants across a climatic gradient and suggest the possibility of convergence in flowering times and therefore an increase in gene flow across latitudes as the climate warms.","2017-07","2025-03-06 11:17:01","2025-03-06 11:17:01","","2660-2671","","7","23","","","","","","","","","","English","","","","","","","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","","","","climate change; flowering; Arctic; International Tundra Experiment; latitude; tundra; Cassiope tetragona; climatic gradient","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHLM5UKP","journalArticle","2004","Aerts, R; Cornelissen, JHC; Dorrepaal, E; van Logtestijn, RSP; Callaghan, TV","Effects of experimentally imposed climate scenarios on flowering phenology and flower production of subarctic bog species","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/j.1365-2486.2004.00815.x","","Climate scenarios for high-latitude areas predict not only increased summer temperatures, but also larger variation in snowfall and winter temperatures. By using open-top chambers, we experimentally manipulated both summer temperatures and winter and spring snow accumulations and temperatures independently in a blanket bog in subarctic Sweden, yielding six climate scenarios. We studied the effects of these scenarios on flowering phenology and flower production of Andromeda polifolia (woody evergreen) and Rubus chamaemorus (perennial herb) during 2 years. The second year of our study (2002) was characterized by unusually high spring and early summer temperatures. Our winter manipulations led to consistent increases in winter snow cover. As a result, average and minimum air and soil temperatures in the high snow cover treatments were higher than in the winter ambient treatments, whereas temperature fluctuations were smaller. Spring warming resulted in higher average, minimum, and maximum soil temperatures. Summer warming led to higher air and soil temperatures in mid-summer (June-July), but not in late summer (August-September). The unusually high temperatures in 2002 advanced the median flowering date by 2 weeks for both species in all treatments. Superimposed on this effect, we found that for both Andromeda and Rubus, all our climate treatments (except summer warming for Rubus) advanced flowering by 1-4 days. The total flower production of both species showed a more or less similar response: flower production in the warm year 2002 exceeded that in 2001 by far. However, in both species flower production was only stimulated by the spring-warming treatments. Our results show that the reproductive ecology of both species is very responsive to climate change but this response is very dependent on specific climate events, especially those that occur in winter and spring. This suggests that high-latitude climate change experiments should focus more on winter and spring events than has been the case so far.","2004-09","2025-03-06 11:17:01","2025-03-06 11:17:01","","1599-1609","","9","10","","","","","","","","","","English","","","","","","","Place: COMMERCE PLACE, 350 MAIN ST, MALDEN 02148, MA USA Publisher: WILEY-BLACKWELL Type: Article","","","","phenology; global warming; Andromeda polifolia; Rubus chamaemorus; sexual reproduction; winter temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XIBKRKX","journalArticle","2010","Baptist, F.; Flahaut, C.; Streb, P.; Choler, P.","No increase in alpine snowbed productivity in response to experimental lengthening of the growing season","PLANT BIOLOGY","","1435-8603","10.1111/j.1438-8677.2009.00286.x","","Climate change effects on snow cover and thermic regime in alpine tundra might lead to a longer growing season, but could also increase risks to plants from spring frost events. Alpine snowbeds, i.e. alpine tundra from late snowmelt sites, might be particularly susceptible to such climatic changes. Snowbed communities were grown in large monoliths for two consecutive years, under different manipulated snow cover treatments, to test for effects of early (E) and late (L) snowmelt on dominant species growth, plant functional traits, leaf area index (LAI) and aboveground productivity. Spring snow cover was reduced to assess the sensitivity of snowbed alpine species to severe early frost events, and dominant species freezing temperatures were measured. Aboveground biomass, productivity, LAI and dominant species growth did not increase significantly in E compared to L treatments, indicating inability to respond to an extended growing season. Edapho-climatic conditions could not account for these results, suggesting that developmental constraints are important in controlling snowbed plant growth. Impaired productivity was only detected when harsher and more frequent frost events were experimentally induced by early snowmelt. These conditions exposed plants to spring frosts, reaching temperatures consistent with the estimated freezing points of the dominant species (similar to-10 degrees C). We conclude that weak plasticity in phenological response and potential detrimental effects of early frosts explain why alpine tundra from snowbeds is not expected to benefit from increased growing season length.","2010-09","2025-03-06 11:17:01","2025-03-06 11:17:01","","755-764","","5","12","","","","","","","","","","English","","","","","","","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","","","","Alopecurus gerardi; alpine tundra; Carex foetida; early frost; growing season length; Poa alpina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M8HK2NTE","journalArticle","2024","Vassvik, Linn; Vandvik, Vigdis; Ostman, Silje Andrea Hjortland; Nielsen, Anders; Halbritter, Aud H.","Temporal and spatial variation in the direct and indirect effects of climate on reproduction in alpine populations of <i>Ranunculus acris</i> L","ALPINE BOTANY","","1664-2201","10.1007/s00035-024-00317-9","","Plant reproduction in alpine environments is affected by climate both directly through climate impacts on growth and phenology, and indirectly through impacts on the biotic interactions affecting pollination success. These effects can be highly variable in time and space. In this study we investigated how different abiotic and biotic factors influence reproductive investment and success in populations of Ranunculus acris across an alpine landscape over a two-year period. In an alpine area at Finse, southern Norway, we measured reproductive investment (total seed mass) and reproductive success (seed-set rate) in 38 sites differing in temperature (related to elevation) and length of the growing season (related to time of snowmelt). To assess biotic interactions, we measured floral density and pollinator visits and conducted a supplemental pollen experiment. Reproductive investment and success increased with temperature, but only when floral density and/or number of pollinator visits was high, and only in the warmer year (2016). Reproduction in R. acris was pollen-limited in both years, especially at warmer temperature and in sites with early snowmelt. Pollinator visits increased with temperature and with higher floral density, suggesting a shift in relative importance of the biotic factors (from plants to pollinators) in limiting reproduction with increasing temperature. Our study shows that reproductive investment and success in R. acris is affected by climate through the interactive effects of abiotic and biotic processes. These effects vary between years and across the landscape, suggesting a potential for larger-scale buffering of climate change effects in heterogeneous landscapes.","2024-10","2025-03-06 11:17:01","2025-03-06 11:17:01","","123-139","","2, SI","134","","","","","","","","","","English","","","","","","","Place: PICASSOPLATZ 4, BASEL, 4052, SWITZERLAND Publisher: SPRINGER BASEL AG Type: Article","","","","Phenology; Seed set; Mountains; Pollen limitation; Reproductive output; Timing of snowmelt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WPGCSJ7T","journalArticle","2020","Tiusanen, Mikko; Kankaanpaa, Tuomas; Schmidt, Niels M.; Roslin, Tomas","Heated rivalries: Phenological variation modifies competition for pollinators among arctic plants","GLOBAL CHANGE BIOLOGY","","1354-1013","10.1111/gcb.15303","","When plant species compete for pollinators, climate warming may cause directional change in flowering overlap, thereby shifting the strength of pollinator-mediated plant-plant interactions. Such shifts are likely accentuated in the rapidly warming Arctic. Targeting a plant community in Northeast Greenland, we asked (a) whether the relative phenology of plants is shifting with spatial variation in temperature, (b) whether local plants compete for pollination, and (c) whether shifts in climatic conditions are likely to affect this competition. We first searched for climatic imprints on relative species phenology along an elevational gradient. We then tested for signs of competition with increasing flower densities: reduced pollinator visits, reduced representation of plant species in pollen loads, and reduced seed production. Finally, we evaluated how climate change may affect this competition. Compared to a dominant species,Dryas integrifolia x octopetala, the relative timing of other species shifted along the environmental gradient, withSilene acaulisandPapaver radicatumflowering earlier toward higher elevation. This shift resulted in larger niche overlap, allowing for an increased potential for competition for pollination. Meanwhile,Dryasemerged as a superior competitor by attracting 97.2% of flower visits. HigherDryasdensity resulted in reduced insect visits and less pollen ofS. acaulisbeing carried by pollinators, causing reduced seed set byS. acaulis. Our results show that current variation in climate shifts the timing and flowering overlap between dominant and less-competitive plant species. With climate warming, such shifts in phenology within trophic levels may ultimately affect interactions between them, changing the strength of competition among plants.","2020-11","2025-03-06 11:17:02","2025-03-06 11:17:02","","6313-6325","","11","26","","","","","","","","","","English","","","","","","","Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article","","","","flowering phenology; pollination; arctic ecology; climate change effects; competition for pollination; indirect competition; phenology shift","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
