Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Number.Of.Volumes,Journal.Abbreviation,Short.Title,Series,Series.Number,Series.Text,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,Automatic.Tags,Editor,Series.Editor,Translator,Contributor,Attorney.Agent,Book.Author,Cast.Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed.Author,Scriptwriter,Words.By,Guest,Number,Edition,Running.Time,Scale,Medium,Artwork.Size,Filing.Date,Application.Number,Assignee,Issuing.Authority,Country,Meeting.Name,Conference.Name,Court,References,Reporter,Legal.Status,Priority.Numbers,Programming.Language,Version,System,Code,Code.Number,Section,Session,Committee,History,Legislative.Body,Screen,Reason,Comment,Screen.Name
84MLVP57,bookSection,2017,"Williams, Richard J.; Cook, Garry D.; Liedloff, Adam C.; Bond, William J.","Australia's Tropical Savannas: Vast, Ancient and Rich Landscapes","AUSTRALIAN VEGETATION, 3RD EDITION",978-1-107-11843-0,,,NA,"Tropical savannas are the dominant vegetation type of northern Australia, covering about 25% of the continent. They consist of sparse-to-moderate tree cover over a ground layer dominated by C4 grasses. The climate is monsoonal, wet-dry tropical. Temperatures are high year-round. Rainfall is summer-dominated, with strong continental-scale gradients in mean annual rainfall from the mesic savannas of the near-coastal regions to the arid interior. Soils are generally nutrient-poor. The savannas have evolved over millions of years, are species-rich, and are not derived from closed forest systems by recent human activity. Structure and composition of the vegetation varies strongly with variation in mean annual rainfall and soil type. Tree cover increases with increasing rainfall, but declines as soil clay content increases. Phenology is strongly seasonal, but growth, flowering and fruiting can occur in the tree stratum during the dry season. Fire is frequent and extensive; late dry season fires are more intense than early dry season fires. The ground stratum is relatively insensitive to variation in fire regime, whereas tree abundance and recruitment declines with increasing fire intensity. Savannas account for ca. 3% of Australia's greenhouse gas emissions, and there is considerable potential for managing fire regimes such that emissions are reduced and environmental and social benefits are enhanced.",2017,03/03/2025 20:51,03/03/2025 20:51,NA,368-388,NA,,NA,NA,NA,NA,,NA,NA,NA,CAMBRIDGE UNIV PRESS,"THE PITT BUILDING, TRUMPINGTON ST, CAMBRIDGE CB2 1RP, CAMBS, ENGLAND",English,NA,NA,NA,NA,NA,NA,Type: Article; Book Chapter,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
2CG2WZSB,journalArticle,2014,"Crimmins, Theresa M.; Bertelsen, C. David; Crimmins, Michael A.",Within-season flowering interruptions are common in the water-limited Sky Islands,INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,,0020-7128,10.1007/s00484-013-0745-9,NA,"Within-season breaks in flowering have been reported in a wide range of highly variable ecosystems including deserts, tropical forests and high-elevation meadows. A tendency for interruptions in flowering has also been documented in southwestern US “Sky Island” plant communities, which encompass xeric to mesic conditions. Seasonal breaks in flowering have implications for plant reproductive success, population structure, and gene flow as well as resource availability for pollinators and dependent animals. Most reports of multiple within-season flowering events describe only two distinct flowering episodes. In this study, we set out to better quantify distinct within-season flowering events in highly variable Sky Islands plant communities. Across a > 1,200 m elevation gradient, we documented a strong tendency for multiple within-season flowering events. In both distinct spring and summer seasons, we observed greater than two distinct within-season flowering in more than 10 % of instances. Patterns were clearly mediated by the different climate factors at work in the two seasons. The spring season, which is influenced by both temperature and precipitation, showed a mixed response, with the greatest tendency for multiple flowering events occurring at mid-elevations and functional types varying in their responses across the gradient. In the summer season, during which flowering across the gradient is limited by localized precipitation, annual plants exhibited the fewest within-season flowering events and herbaceous perennial plants showed the greatest. Additionally, more distinct events occurred at lower elevations. The patterns documented here provide a baseline for comparison of system responses to changing climate conditions.",2014-05,03/03/2025 20:51,03/03/2025 20:51,NA,419-426,NA,4,58,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 233 SPRING ST, NEW YORK, NY 10013 USA Publisher: SPRINGER Type: Article",NA,NA,NA,Flowering phenology; Phenology; Arid; Elevation gradient; Interrupted flowering; Semi-arid; Water-limited,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
BS7735AT,journalArticle,2009,"Seghieri, Josiane; Vescovo, Aude; Padel, Karine; Soubie, Remy; Arjounin, Marc; Boulain, Nicolas; de Rosnay, Patricia; Galle, Sylvie; Gosset, Marielle; Mouctar, Abakar H.; Peugeot, Christophe; Timouk, Franck","Relationships between climate, soil moisture and phenology of the woody cover in two sites located along the West African latitudinal gradient",JOURNAL OF HYDROLOGY,,0022-1694,10.1016/j.jhydrol.2009.01.023,NA,"The study quantifies the relationships at local scale between phenology and determinants of climate and soil water resources at two sites located along the latitudinal gradient of West Africa, one in the central Sahel (Mali), the other in the Sudanian bioclimatic zone (Benin). The aim is to improve our knowledge on possible vegetation response to possible climate change. Within the Sudanian site, average annual rainfall is 1200 mm, extending from April to October, while, in the Sahelian site, it is 370 mm, occurring from June to September. Physical data were collected from the African Monsoon Multidisciplinary Analysis research programme. The phenology of the dominant species was monitored in four types of vegetation cover at the wetter site, and in three types of vegetation cover at the drier site. For each sampled plant, leafing, flowering and fruiting were recorded as binary variables in terms of the presence/absence of phenophases. A small proportion of the variability of each phenophase occurrence is explained by the logit models. However, rainfall rise is significantly linked to leafing probability increase in the Sahelian site but not in the Sudanian site. Day length extension and temperature decrease are significantly correlated with an increase in leafing in the Sudanian site, but not in the Sahelian. On both sites, the increase in cumulative rainfall is not found to be linked to an increased probability of reproductive phenophases (negative or non-significant relationships). Air temperature is positively correlated with flowering rate in the Sudanian site, but, all other factors being constant, no climate factors are found to be highly significant of flowering occurrence in the Sahel. Fruiting probability is positively correlated mainly with temperature within the Sahelian site. Leafing occurrence is positively correlated with soil moisture in the 0-1 m layer for the Sudanian site, but not for the Sahelian site. Significant relationships between fruiting occurrence and soil moisture may reflect a prior selection of plants on fruiting period that maximizes seed dispersion and germination differently at the two sites. While vegetative and reproduction schedules may be determined by specific genetic factors, the physical environment controls the possibility of their expression. Reduction of the rainfall amount and intensity may increase reproduction rates in wet areas. Although this factor should decrease leafing rate, it does not influence reproduction at dry sites, except through the decrease in air humidity. In wetter areas, increasing temperature may reduce leafing, but may increase reproduction rates. Cover reduction may have an impact on local physical factors and, consequently, probably also affects vegetation phenology. (C) 2009 Elsevier B.V. All rights reserved.",30/08/2009,03/03/2025 20:51,03/03/2025 20:51,NA,78-89,NA,"1-2, SI",375,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",NA,NA,NA,Determining factors; Life cycle; Logit model; Sahel; Stand; Sudanian climate,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
SFHJC9YF,journalArticle,2023,"Dai, Wujun; Jin, Huiying; Zhou, Lin; Liu, Tong; Zhang, Yuhong; Zhou, Zhiqiang; Fu, Yongshuo H.; Jin, Guangze",Testing machine learning algorithms on a binary classification phenological model,GLOBAL ECOLOGY AND BIOGEOGRAPHY,,1466-822X,10.1111/geb.13612,NA,"Aim Phenological models have become a vital tool for predicting future phenological responses to global climate change. Recently, machine learning (ML) has been used successfully to develop phenological models based on ground observations. However, fitting an observation series that has been observed for only a few years (or even a decade) can easily lead to overfitting, and it is still a great challenge to predict future phenology accurately based on a short observation series. Here, based on historical ground phenological observations, we construct an ML-based binary classification phenological model that can be applied to temperate trees. Innovation We thoroughly describe the construction process of a species-specific ML-based binary classification phenological model that is suitable for phenological predictions in both spring and autumn. Through experiments, we evaluate 18 commonly used ML classification algorithms and the effects of two parameters on the prediction performance of the model. Finally, we compare the performance between the binary classification model and six widely used ecophysiological models for accuracy of spring phenological prediction. Main conclusions The median root mean square error (RMSE) of the binary classification model for the first flowering date (93 observation series) was only 2.99 days, which proves that it is a good method of phenological prediction for temperate trees. This model can effectively overcome the insufficient sample size of ground observations for specific species and provide new insights of phenological predictions for tropical and subtropical trees. The comparison of different ML algorithms showed that the median root mean square errors of the six algorithms were <3.5 days, and lower than those of six ecophysiological models (>3.7 days) in prediction of spring phenology. In addition, this model can help us to infer plant physiological mechanisms and drivers of phenological change and provide more accurate predictions of plant phenological responses to climate change.",2023-01,03/03/2025 20:51,03/03/2025 20:51,NA,178-190,NA,1,32,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",NA,NA,NA,plant phenology; binary classification; ecophysiological model; ground observations; machine learning; phenological model,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
RYZJKBCB,journalArticle,2022,"da Costa, Thalles Luiz Negreiros; Lucas, Fernanda Moura Fonseca; da Silva, Bruna Rafaella Ferreira; das Chagas, Kyvia Pontes Teixeira; Monteiro Freire, Ageu da Silva; Ucella-Filho, Joao Gilberto Meza; Santana, Jose Augusto da Silva; Costa, Malcon do Prado",How do meteorological factors alter the phenology of a neotropical tree species?,CERNE,,0104-7760,10.1590/01047760202228013098,NA,"Background: Neotropical species lack autecological information. Among these, are phenological studies, which help to understand forest dynamics and provide important contributions to the collection, restoration, and conservation programs. This research aimed to characterize the vegetative and reproductive phenological behavior of neotropical species Geoffroea spinosa Jacq. in a seasonally dry tropical forest, as well as to verify if there is a correlation between phenophases and environmental parameters. Twenty individuals were accompanied monthly for two years, to detect and tally the presence of floral buds, flowers, immature fruits, ripe fruits, leaf emergence, presence of mature leaves, and defoliation. A semi-quantitative evaluation was carried out with the Fournier method. Results: The results showed that the population had synchrony of reproductive events, with more than 50% of the individuals blooming and fruiting during the same time interval. Furthermore, the circular statistical test indicated a high seasonality for reproductive events (r >= 0.50 and p < 0.001). Among the vegetative events, all were classified as non-seasonal (r < 0.5). G. spinosa, showed a significant correlation (p <= 0.05) for all meteorological variables evaluated. Conclusion: The reproductive phenophases of G. spinosa showed strongly seasonal behavior, unlike vegetative events. the period between mid-February and the end of March was the most propitious for fruit collection. No seasonality was observed for the vegetative events. The species proved to be sensitive to El ninoconditions. Follow-up phenological studies associated with meteorological variables are important for a better understanding of the dynamics of vegetative behavior in response to climate change.",2022,03/03/2025 20:51,03/03/2025 20:51,NA,,NA,,28,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: CAIXA POSTAL 3037, LAVRAS, MG 37200-000, BRAZIL Publisher: UNIV FEDERAL LAVRAS-UFLA Type: Article",NA,NA,NA,Seasonality; Fabaceae; Flooded Ground; Tropical Forest,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
JRN29CH6,journalArticle,2024,"Mohanta, Manas R.; Suresh, H. S.; Sahu, Sudam C.",Systematic effects of environmental factors and phenology on forest structure: Tracking the ecological processes,ECOLOGICAL COMPLEXITY,,1476-945X,10.1016/j.ecocom.2024.101093,NA,"Numerous studies have demonstrated the significance of climatic and edaphic conditions in regulating the species composition and forest structure. However, there is still a lack of knowledge regarding the ecological processes that are brought about by phenological expression and regeneration. This study postulates that phenology, regeneration, and species dominance are a sequence of intermediary processes through which environmental conditions affect forest structure. In a dry deciduous forest of Similipal Biosphere Reserve (SBR), India, we analysed the relationships between various environmental characteristics, phenological parameters, seedling density, sapling density, and tree density using Structural Equation Modelling (SEM). The study revealed an immediate association between climate and leafing (Path Coefficient: -0.67; T: 9.374; p < 0.01), flowering (Path Coefficient: -0.61; T: 2.981; p < 0.01), and fruiting (Path Coefficient: -0.67; T: 3.51; p < 0.01). The sequential association between seedling and sapling density and forest structure was also significant (p < 0.5). However, these were found to have no direct link with phenology (T < 1; p > 0.05) which has been assumed to be the outcome of anthropogenic activities in the forest having an impact on the system. Comparatively, synchrony of fruit senescence and synchrony of flowering were the principal events that supported regeneration more than others, each accounting for 79 % and 74 % of their data, respectively. On the other hand, the monthly minimum temperature (contributing 97 % of data) was a key contribution to the principal component (PC1) and was primarily responsible for triggering the phenological cycle. Most of the important phenophases were seasonal (Rayleigh's Z varied from 10.93 to 50.01; p < 0.01) except the fruit initiation (Rayleigh's Z = 0.48; p = 0.2). Most of the species (72 % of all species) had regeneration densities that were corresponding to their competitive scores. Similarly, density of adult tree species proportionated with their density in regeneration stage (sapling and seedling), supporting the research hypothesis. However, several deviant species suggested that the system was affected by a wide range of other factors. This is the first study of its kind to evaluate the critical ecological processes together, and recommends further investigation across different woodland ecosystems to deepen understanding of forest functioning.",2024-08,03/03/2025 20:51,03/03/2025 20:51,NA,,NA,,59,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Publisher: ELSEVIER Type: Article",NA,NA,NA,Phenology; Environmental factors; Forest structure; Regeneration; Structural equation model; Tree diversity,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
KKAKXZQD,journalArticle,2019,"Lorieul, Titouan; Pearson, Katelin D.; Ellwood, Elizabeth R.; Goeau, Herve; Molino, Jean-Francois; Sweeney, Patrick W.; Yost, Jennifer M.; Sachs, Joel; Mata-Montero, Erick; Nelson, Gil; Soltis, Pamela S.; Bonnet, Pierre; Joly, Alexis","Toward a large-scale and deep phenological stage annotation of herbarium specimens: Case studies from temperate, tropical, and equatorial floras",APPLICATIONS IN PLANT SCIENCES,,2168-0450,10.1002/aps3.1233,NA,"Premise of the Study Phenological annotation models computed on large-scale herbarium data sets were developed and tested in this study. Methods Herbarium specimens represent a significant resource with which to study plant phenology. Nevertheless, phenological annotation of herbarium specimens is time-consuming, requires substantial human investment, and is difficult to mobilize at large taxonomic scales. We created and evaluated new methods based on deep learning techniques to automate annotation of phenological stages and tested these methods on four herbarium data sets representing temperate, tropical, and equatorial American floras. Results Deep learning allowed correct detection of fertile material with an accuracy of 96.3%. Accuracy was slightly decreased for finer-scale information (84.3% for flower and 80.5% for fruit detection). Discussion The method described has the potential to allow fine-grained phenological annotation of herbarium specimens at large ecological scales. Deeper investigation regarding the taxonomic scalability of this approach is needed.",2019-03,03/03/2025 20:51,03/03/2025 20:51,NA,,NA,3,7,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",NA,NA,NA,natural history collections; convolutional neural network; deep learning; herbarium data; phenological stage annotation; visual data classification,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
ALS8U6JA,journalArticle,2023,"Nutiprapun, Prapawadee; Hermhuk, Sutheera; Nanami, Satoshi; Itoh, Akira; Kanzaki, Mamoru; Marod, Dokrak",Effects of El Nino drought on seedling dynamics in a seasonally dry tropical forest in Northern Thailand,GLOBAL CHANGE BIOLOGY,,1354-1013,10.1111/gcb.16466,NA,"As El Nino is predicted to become stronger and more frequent in the future, it is crucial to understand how El Nino-induced droughts will affect tropical forests. Although many studies have focused on tropical rainforests, there is a paucity of studies on seasonally dry tropical forests (SDTFs), particularly in Asia, and few studies have focused on seedling dynamics, which are expected to be strongly affected by drought. Seedlings in SDTFs are generally more drought-tolerant than those in the rainforests, and the effects of El Nino-induced droughts may differ between SDTF and tropical rainforests. In this study, we explored the impact of El Nino-induced drought at an SDTF in northern Thailand by monitoring the seedling dynamics at monthly intervals for 7 years, including a period of strong El Nino. The effects were compared between two forest types in an SDTF: a deciduous dipterocarp forest (DDF), dominated by deciduous species, and an adjacent lower montane forest (LMF) with more evergreen species. El Nino-induced drought increased seedling mortality in both the forest types. The effect of drought was stronger in evergreen than in the deciduous species, resulting in higher mortality in the LMF during El Nino. However, El Nino increased seedling recruitment only in the DDF, mainly because of the massive recruitment of the deciduous oak, Quercus brandisiana (Fagaceae), which compensated for the mortality of seedlings in the DDF. As a result, El Nino increased seedling density in the DDF and decreased it in the LMF. This is the first long-term study to identify the differences in the impacts of El Nino on seedlings between the two forest types, and two leaf habits, evergreen and deciduous, in Southeast Asia. Our findings suggest that future climate change may alter the species composition and spatial distribution of seedlings in Asian SDTFs.",2023-01,03/03/2025 20:51,03/03/2025 20:51,NA,451-461,NA,2,29,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",NA,NA,NA,climate change; deciduous dipterocarp forest; El Nino-induced drought; long-term data; lower montane forest; Quercus brandisiana; seedling dynamics,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
TGB89BG2,journalArticle,2011,"Kushwaha, C. P.; Tripathi, S. K.; Singh, K. P.",Tree specific traits affect flowering time in Indian dry tropical forest,PLANT ECOLOGY,,1385-0237,10.1007/s11258-010-9879-6,NA,"Dry tropical forest tree species show variations in leafless duration (i.e. deciduousness), stem wood density (SWD), leaf mass area (LMA) and leaf strategy index (LSI, reflecting resource use rate) to overcome water limitations. We investigated the role of these tree traits in the seasonal timing of flowering and subsequent fruiting. Flowering and fruiting time of 24 tree species was recorded over two consecutive annual cycles and their relationships with the abovementioned tree specific traits were examined across the species. In leaf-exchanging species having higher SWD and LMA, low LSI and short deciduousness, flowering coincides with leaf transitional state when vegetative growth is at its minimum, and fruit formation and leaf flushing are both supported at the same time. However, > 4-months-deciduous species with lowest SWD and LMA, higher LSI and longer deciduousness showed predominantly dry season flowering, subsequent fruiting on leafless shoots and distinct separation of vegetative and flowering phenophases. In contrast, intermediate species (< 2 months-deciduous, 2-4-months-deciduous) showed wider flowering range through summer, rainy, autumn or winter seasons. Fruiting duration varies considerably with variation in the flowering time; ca. 5-14 months in summer flowering species; 7-12 months in rainy flowering species; 6-10 months in autumn flowering species, 4-9 months in dry season flowering and 3-7 months in winter flowering species. In most species, fruit maturation occurred just prior to the onset of rains, ensuring seedling survival. The ability of tree species to withstand (leaf-exchange) or avoid (deciduousness) drought stress and varying seasonal flowering timings appear to be the principal mechanisms for successful survival and reproduction under extremely dry and seasonal climate. Since environmental characteristics affect flowering and fruiting either directly (e.g. through conditions in the habitat) or indirectly (e.g. through deciduousness, LMA, SWD and LSI), the impact of probable global climatic change will have long implications on reproduction of dry tropical trees.",2011-06,03/03/2025 20:51,03/03/2025 20:51,NA,985-998,NA,6,212,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Publisher: SPRINGER Type: Article",NA,NA,NA,Wood density; Deciduousness; Flowering types; Leaf mass per area; Time lag; Tropical deciduous forest,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
EHQ2HF2Q,journalArticle,2018,"Bush, Emma R.; Bunnefeld, Nils; Dimoto, Edmond; Dikangadissi, Jean-Thoussaint; Jeffery, Kathryn; Tutin, Caroline; White, Lee; Abernethy, Katharine A.",Towards effective monitoring of tropical phenology: maximizing returns and reducing uncertainty in long-term studies,BIOTROPICA,,0006-3606,10.1111/btp.12543,NA,"Phenology is a key component of ecosystem function and is increasingly included in assessments of ecological change. We consider how existing, and emerging, tropical phenology monitoring programs can be made most effective by investigating major sources of noise in data collection at a long-term study site. Researchers at Lope NP, Gabon, have recorded monthly crown observations of leaf, flower and fruit phenology for 88 plant species since 1984. For a subset of these data, we first identified dominant regular phenological cycles, using Fourier analysis, and then tested the impact of observation uncertainty on cycle detectability, using expert knowledge and generalized linear mixed modeling (827 individual plants of 61 species). We show that experienced field observers can provide important information on major sources of noise in data collection and that observation length, phenophase visibility and duration are all positive predictors of cycle detectability. We find that when a phenological event lasts >4wk, an additional 10yr of data increases cycle detectability by 114 percent and that cycle detectability is 92 percent higher for the most visible events compared to the least. We also find that cycle detectability is four times as high for flowers compared to ripe fruits after 10yr. To maximize returns in the short-term, resources for long-term monitoring of phenology should be targeted toward highly visible phenophases and events that last longer than the observation interval. In addition, programs that monitor flowering phenology are likely to accurately detect regular cycles more quickly than those monitoring fruits, thus providing a baseline for future assessments of change. Resume La phenologie est un element cle du fonctionnement de l'ecosysteme et est de plus en plus incluse dans l'evaluation des changements ecologiques. Nous considerons comment les programmes de surveillance de la phenologie tropicale, aussi bien courants qu'emergents, peuvent etre rendus plus efficaces en etudiant les principales sources de bruit liees a la collecte de donnees sur un site d'etude a long terme. Les chercheurs du Parc National de la Lope au Gabon, ont recueilli des observations mensuelles de la phenologie des feuilles, fleurs et fruits provenant de la canopee de 88 especes de plantes depuis 1984. Pour un sous-ensemble de ces donnees, nous avons d'abord identifie des cycles phenologiques reguliers dominants a l'aide d'une analyse Fourier, puis teste l'impact de l'incertitude liee a l'observation sur la probabilite de detecter un cycle regulier significatif en utilisant des connaissances specialisees et un modele lineaire generalise a effets mixtes (827 plantes individuelles de 61 especes). Nous demontrons que les observateurs experimentes peuvent fournir des informations importantes sur les principales sources de bruit liees a la collecte de donnees, et que la visibilite et la duree de la phenophase ainsi que la longueur de l'observation predisent de maniere positive la detectabilite du cycle. Nous constatons que lorsqu'un evenement phenologique dure plus de 4 semaines, 10 annees de donnees supplementaires augmentent la detectabilite du cycle de 114 pour cent, et que la detectabilite du cycle est 92 pour cent plus elevee pour les evenements les plus visibles par rapport aux moins visibles. Nous constatons egalement que la detection du cycle varie selon la phenophase, etant quatre fois plus elevee pour les fleurs que pour les fruits murs apres 10 ans. Afin de maximiser les rendements a court terme, les ressources allouees a la surveillance a long terme devraient cibler les evenements phenologiques hautement visibles dont la duree depasse celle de l'intervalle d'observation. En outre, les programmes qui surveillent la phenologie de la floraison sont susceptibles de detecter avec precision les cycles reguliers plus rapidement que ceux qui surveillent les fruits, fournissant ainsi une base de reference pour les evaluations futures du changement.",2018-05,03/03/2025 20:51,03/03/2025 20:51,NA,455-464,NA,3,50,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 111 RIVER ST, HOBOKEN 07030-5774, NJ USA Publisher: WILEY Type: Article",NA,NA,NA,climate change; tropical forest; flowers; fruits; Gabon; leaves; Lope National Park; observation uncertainty,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Accept,No reason given,No comments given,Insert Screener Name
WVBLXD5A,journalArticle,2016,"Pothasin, Pornwiwan; Compton, Stephen G.; Wangpakapattanawong, Prasit","Seasonality of Leaf and Fig Production in <i>Ficus</i> <i>squamosa</i>, a Fig Tree with Seeds Dispersed by Water",PLOS ONE,,1932-6203,10.1371/journal.pone.0152380,NA,"The phenology of plants reflects selection generated by seasonal climatic factors and interactions with other plants and animals, within constraints imposed by their phylogenetic history. Fig trees (Ficus) need to produce figs year-round to support their short-lived fig wasp pollinators, but this requirement is partially de-coupled in dioecious species, where female trees only develop seeds, not pollinator offspring. This allows female trees to concentrate seed production at more favorable times of the year. Ficus squamosa is a riparian species whose dispersal is mainly by water, rather than animals. Seeds can float and travel in long distances. We recorded the leaf and reproductive phenology of 174 individuals for three years in Chiang Mai, Northern Thailand. New leaves were produced throughout the year. Fig production occurred year-round, but with large seasonal variations that correlated with temperature and rainfall. Female and male trees initiated maximal fig crops at different times, with production in female trees confined mainly to the rainy season and male figs concentrating fig production in the preceding months, but also often bearing figs continually. Ficus squamosa concentrates seed production by female plants at times when water levels are high, favouring dispersal by water, and asynchronous flowering within male trees allow fig wasps to cycle there, providing them with potential benefits by maintaining pollinators for times when female figs become available to pollinate.",24/03/2016,03/03/2025 20:51,03/03/2025 20:51,NA,,NA,3,11,NA,NA,NA,,NA,NA,NA,,,English,NA,NA,NA,NA,NA,NA,"Place: 1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA Publisher: PUBLIC LIBRARY SCIENCE Type: Article",NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Reject,No reason given,No comments given,Insert Screener Name
